drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
112C,"Perkutaansed kardiovaskulaarsed operatsioonid ägeda müokardi infarktita, kht-ta","Perkutaansed kardiovaskulaarsed opid ÄMIta, kht-ta",112C,"PCI w/o myocardial infarction, w/o cc","PCI w/o myocardial infarction, w/o cc",5,est
112D,"Perkutaansed kardiovaskulaarsed operatsioonid ägeda müokardi infarktita, kht-ga","Perkutaansed kardiovaskulaarsed opid ÄMIta, kht-ga",112D,"PCI w/o myocardial infarction, w CC","PCI w/o myocardial infarction, w CC",5,est
112E,"Perkutaansed kardiovaskulaarsed operatsioonid ägeda müokardi infarktiga, kht-ta","Perkutaansed kardiovaskulaarsed opid ÄMIga, kht-ta",112E,"PCI w myocardial infarction, w/o cc","PCI w myocardial infarction, w/o cc",5,est
112F,"Perkutaansed kardiovaskulaarsed operatsioonid ägeda müokardi infarktiga, kht-ga","Perkutaansed kardiovaskulaarsed opid ÄMIga, kht-ga",112F,"PCI w myocardial infarction, w cc","PCI w myocardial infarction, w cc",5,est
112P,"Perkutaanne ablatsioon südamearütmia puhul, lühike ravi","Perkutaanne ablatsioon südamearütmia puhul, lüh ravi",112P,"Percutaneous ablations for cardiac arrhythmia, short therapy","Percutaneous ablations for cardiac arrhythmia, short therapy",5,est
112Q,"Muud perkutaansed kardiovaskulaarsed operatsioonid, lühike ravi","Muud perkutaansed kardiovaskulaarsed opid, lüh ravi",112Q,"Other percutaneous cardiovascular procedures, short therapy","Other percutaneous cardiovascular procedures, short therapy",5,est
113,"Amputatsioonid vereringesüsteemi haiguste tõttu, v.a ülajäseme ja varba amputatsioonid","Amp-d verer.süst. haig. tõttu, v.a ülaj.ja varba amp-d",113X,Amputation  for circulatory system disorders except upper limb and toe,Amput for circ syst disord except upp limb and toe,5,est
113O,"Amputatsioonid vereringesüsteemi haiguste tõttu, v.a ülajäseme ja varba amputatsioonid, lühike ravi","Amp-d verer.süst. haig. tõttu, v.a ülaj.ja varba amp-d, lüh.",113O,"Amputation  for circulatory system disorders except upper limb and toe, short therapy","Amputation  for circulatory system disorders except upper limb and toe, short therapy",5,est
114,Ülajäseme ja varba amputatsioonid vereringesüsteemi haiguste tõttu,"Ülaj.ja varba amp-d verer.süst. haiguste tõttu, lüh.ravi",114X,Upper limb & toe amputation for circulatory system disorder,Upper limb & toe amputation for circulatory system disorder,5,est
114O,"Ülajäseme ja varba amputatsioonid vereringesüsteemi haiguste tõttu, lühike ravi","Ülaj.ja varba amp-d verer.süst. haiguste tõttu, lüh.ravi",114O,"Upper limb & toe amputation for circulatory system disorder, short therapy","Upper limb & toe amputation for circulatory system disorder, short therapy",5,est
115A,Südame püsistimulaatori või defibrillaatori eemaldamine,Südame püsistimulaatori või defibrillaatori eemaldamine,115A,Removal of permanent cardiac pacemaker or defibrillator,Removal of permanent cardiac pacemaker or defibrillator,5,est
115B,Südame stimulaatori revisioon või südame defibrillaatori vahetamine,Südame stim. Rev. või südame defibr.i vahetamine,115B,Revison of cardiac pacemaker or implantation or replacement of cardiac defibrillator,Revison of cardiac pacemaker or implantation or replacement,5,est
115C,Südame defibrillaatori asendamine või implanteerimine,Südame defibrillaatori asendamine või implanteerimine,115C,Implantation or replacement of cardiac defibrillator,Implantation or replacement of cardiac defibrillator,5,est
115O,"Südame defibrillaatori või püsistimulaatori eemaldamine, lühike ravi","Südame defibr. või püsistim. eemaldamine, lüh.ravi",115O,"Removal of permanent cardiac pacemaker or defibrillator, short therapy","Removal of permanent cardiac pacemaker or defibrillator, short therapy",5,est
116O,"Südame püsistimulaatori asendamine või implanteerimine, lühike ravi","Südame püsistim asendamine või implant, lüh.ravi",116O,"Insertion or replacement of permanent cardiac pacemaker or loop recorder, short therapy","Insertion or replacement of permanent cardiac pacemaker or loop recorder, short therapy",5,est
117O,"Südame defibrillaatori asendamine või implanteerimine, lühike ravi","Südame defibr asendamine või implant, lüh.ravi",117O,"Insertion or replacement of internal defibrillator, short therapy                                  ","Insertion or replacement of internal defibrillator, short therapy                                  ",5,est
119,Veeni ligeerimine ja eemaldamine,Veeni ligeerimine ja eemaldamine,119X,Vein ligation & stripping,Vein ligation & stripping,5,est
119O,"Veeni ligeerimine ja eemaldamine, lühike ravi","Veeni ligeerimine ja eemaldamine, lüh.ravi",119O,"Vein ligation & stripping, short therapy","Vein ligation & stripping, short therapy",5,est
120,Vereringesüsteemi muud operatsioonid,Vereringesüsteemi muud opid,120X,Other circulatory system o. r. procedures,Other circulatory system o. r. procedures,5,est
120O,"Vereringesüsteemi muud operatsioonid, lühike ravi","Vereringesüsteemi muud opid, lüh.ravi",120O,"Other circulatory system OR procedures, short therapy","Other circulatory system OR procedures, short therapy",5,est
120P,"Kardioversioon, lühike ravi","Kardioversioon, lühike ravi",805NP,"Cardioversion, short therapy","Cardioversion, short therapy",5,est
121,"Muud vereringesüsteemi haigused ägeda müokardi infarktiga ja kardiovaskulaarsete tüsistustega, elus neljandal ravipäeval","Muud verer.süst.haig. ÄMI ja kard.vask.tüs-ga, elus 4. rp-l",121X,Other circulatory disorders with ami and cardiovascular complication alive at 4th day of care,Other circulatory disorders with ami,5,est
122,"Muud vereringesüsteemi haigused ägeda müokardi infarktiga ja kardiovaskulaarsete tüsistusteta, elus neljandal ravipäeval","Muud verer.süst.haig. ÄMI ja kard.vask.tüs-ta, elus 4. rp-l",122X,"Other circulatory disorders with ami without cardiovascular complications, alive at 4th day of care","Oth circ dis w ami w/o c.v. compl, alive at 4th day of care",5,est
123,"Muud vereringesüsteemi haigused ägeda müokardi infarktiga, surm esimese kolme ravipäeva jooksul","Muud verer.süst.haig. ÄMIga, surm esimesel 3 päeval",123X,"Other circulatory disorders with myocardial infarction, death within first 3 days of care","Other circulatory disorders with myocardial infarction, death within first 3 days of care",5,est
124,Diagnostiline perkutaanne südame protseduur keerukate vereringe seisunditega,Diagn. perkut.süd. protseduur keerukate verer. seisunditega,124X,Diagnostic percutan cardiac procedure w circulatory complex dx,Diagnostic percutan cardiac procedure w complex dx,5,est
125,Diagnostiline perkutaanne südame protseduur ilma keerukate vereringe seisunditeta,Diagn. perkut.süd. protseduur  keerukate verer.seisunditeta,125X,Diagnostic percutan cardiac procedure w/o circulatory complex dx,Diagnostic percutan cardiac procedure w/o complex dx,5,est
125O,"Diagnostiline perkutaanne südame protseduur, lühike ravi","Diagn. perkut.süd. protseduur, lüh.ravi",125O,"Diagnostic percutaneous cardiac procedures, short therapy","Diagnostic percutaneous cardiac procedures, short therapy",5,est
126,Äge ja alaäge endokardiit,Äge ja alaäge endokardiit,126X,Acute & subacute endocarditis,Acute & subacute endocarditis,5,est
127,Südamepuudulikkus ja šokk,Südamepuudulikkus ja šokk,127X,Heart failure & shock,Heart failure & shock,5,est
128,Süvaveenide tromboflebiit,Süvaveenide tromboflebiit,128X,Deep vein thrombophlebitis,Deep vein thrombophlebitis,5,est
129,Selgitamata põhjusega südameseiskus,Selgitamata põhjusega südameseiskus,129X,"Cardiac arrest, unexplained","Cardiac arrest, unexplained",5,est
130,"Perifeersed vaskulaarhaigused, kht-ga","Perifeersed vaskulaarhaigused, kht-ga",130X,Peripheral vascular disorders w cc,Peripheral vascular disorders w cc,5,est
131,"Perifeersed vaskulaarhaigused, kht-ta","Perifeersed vaskulaarhaigused, kht-ta",131X,"Peripheral vascular disorders, w/o CC","Peripheral vascular disorders, w/o CC",5,est
132,"Ateroskleroos, kht-ga","Ateroskleroos, kht-ga",132X,Atherosclerosis w cc,Atherosclerosis w cc,5,est
133,"Ateroskleroos, kht-ta","Ateroskleroos, kht-ta",133X,Atherosclerosis w/o cc,Atherosclerosis w/o cc,5,est
134,Hüpertensioon,Hüpertensioon,134X,Hypertension,Hypertension,5,est
135,"Südame kaasasündinud haigused ja klapirikked, vanus >17, kht-ga","Südame kaasas. haigused ja klapirikked, vanus >17, kht-ga",135X,Cardiac congenital & valvular disorders age > 17 w cc,Cardiac congenital & valvular disorders age > 17 w cc,5,est
136,"Südame kaasasündinud haigused ja klapirikked, vanus >17, kht-ta","Südame kaasas. haigused ja klapirikked, vanus >17, kht-ta",136X,"Cardiac congenital & valvular disorders age, > 17, w/o CC","Cardiac congenital & valvular disorders age, > 17, w/o CC",5,est
137,"Südame kaasasündinud haigused ja klapirikked, vanus 0-17","Südame kaasasündinud haigused ja klapirikked, vanus 0-17",137X,Cardiac congenital & valvular disorders age 0-17,Cardiac congenital & valvular disorders age 0-17,5,est
138,"Südame arütmiad ja juhtehäired, kht-ga","Südame arütmiad ja juhtehäired, kht-ga",138X,"Cardiac arrhythmia & conduction disorders, w CC","Cardiac arrhythmia & conduction disorders, w CC",5,est
139,"Südame arütmiad ja juhtehäired, kht-ta","Südame arütmiad ja juhtehäired, kht-ta",139X,"Cardiac arrhythmia & conduction disorders, w/o CC","Cardiac arrhythmia & conduction disorders, w/o CC",5,est
140C,"Stenokardia, kht-ga","Stenokardia, kht-ga",140C,"Angina pectoris, w cc","Angina pectoris, w cc",5,est
140N,"Stenokardia, kht-ta","Stenokardia, kht-ta",140N,"Angina pectoris, w/o cc","Angina pectoris, w/o cc",5,est
141,"Minestus ja kollaps, kht-ga","Minestus ja kollaps, kht-ga",141X,Syncope & collapse w cc,Syncope & collapse w cc,5,est
142,"Minestus ja kollaps, kht-ta","Minestus ja kollaps, kht-ta",142X,Syncope & collapse w/o cc,Syncope & collapse w/o cc,5,est
143,Rindkere valud,Rindkere valud,143X,Chest pain,Chest pain,5,est
144,"Vereringesüsteemi muud haigused, kht-ga","Vereringesüsteemi muud haigused, kht-ga",144X,Other circulatory system diagnoses w cc,Other circulatory system diagnoses w cc,5,est
145,"Vereringesüsteemi muud haigused, kht-ta","Vereringesüsteemi muud haigused, kht-ta",145X,"Other circulatory system diseases, w/o CC","Other circulatory system diseases, w/o CC",5,est
146,"Pärasoole resektsioon, kht-ga","Pärasoole resektsioon, kht-ga",146X,Rectal resection w cc,Rectal resection w cc,6,est
147,"Pärasoole resektsioon, kht-ta","Pärasoole resektsioon, kht-ta",147X,"Rectal resection, w/o CC","Rectal resection, w/o CC",6,est
147O,"Pärasoole resektsioon, lühike ravi","Pärasoole resektsioon, lüh.ravi",147O,"Rectal resection, short therapy","Rectal resection, short therapy",6,est
148,"Peen- ja jämesoole suured operatsioonid, kht-ga","Peen- ja jämesoole suured opid, kht-ga",148X,Major small & large bowel procedures w cc,Major small & large bowel procedures w cc,6,est
149,"Peen- ja jämesoole suured operatsioonid, kht-ta","Peen- ja jämesoole suured opid, kht-ta",149X,"Major small & large bowel procedures, w/o CC","Major small & large bowel procedures, w/o CC",6,est
149O,"Peen- ja jämesoole suured operatsioonid, lühike ravi","Peen- ja jämesoole suured opid, lüh.ravi",149O,"Major small & large bowel procedures, short therapy","Major small & large bowel procedures, short therapy",6,est
150,"Kõhukelmeliidete vabastamine, kht-ga","Kõhukelmeliidete vabastamine, kht-ga",150X,Peritoneal adhesiolysis w cc,Peritoneal adhesiolysis w cc,6,est
151,"Kõhukelmeliidete vabastamine, kht-ta","Kõhukelmeliidete vabastamine, kht-ta",151X,"Peritoneal adhesiolysis, w/o CC","Peritoneal adhesiolysis, w/o CC",6,est
151O,"Kõhukelmeliidete vabastamine, lühike ravi","Kõhukelmeliidete vabastamine, lüh.ravi",151O,"Peritoneal adhesiolysis, short therapy","Peritoneal adhesiolysis, short therapy",6,est
152,"Peen- ja jämesoole väikesed operatsioonid, kht-ga","Peen- ja jämesoole väikesed opid, kht-ga",152X,Small & large bowel procedures w cc,Small & large bowel procedures w cc,6,est
153,"Peen- ja jämesoole väikesed operatsioonid, kht-ta","Peen- ja jämesoole väikesed opid, kht-ta",153X,"Small & large bowel procedures, w/o CC","Small & large bowel procedures, w/o CC",6,est
153O,"Peen- ja jämesoole väikesed operatsioonid, lühike ravi","Peen- ja jämesoole väikesed opid, lüh.ravi",153O,"Small & large bowel procedures, short therapy","Small & large bowel procedures, short therapy",6,est
154A,"Mao, söögitoru ja kaksteistsõrmiku suured operatsioonid, vanus >17, kht-ga","Mao, söögit.ja kaksteists. suured opid, vanus >17, kht-ga",154A,"Major stomach, esophageal and duodenal procedures, age >17, w cc","Major stom, esoph & duod proc, age >17, w cc",6,est
154B,"Mao, söögitoru ja kaksteistsõrmiku muud operatsioonid, vanus >17, kht-ga","Mao, söögit.ja kaksteists. suured opid, vanus >17, kht-ga",154B,"Other stomach, esophageal and duodenal procedures, age > 17, w cc","Other stom, esoph & duod proc, age >17, w cc",6,est
155A,"Mao, söögitoru ja kaksteistsõrmiku suured operatsioonid, vanus >17, kht-ta","Mao, söögit.ja kaksteists. suured opid, vanus >17, kht-ta",155A,"Major stomach, esophageal and duodenal procedures, age >17, w/o cc","Major stom, esoph & duod proc, age >17, w/o cc",6,est
155B,"Mao, söögitoru ja kaksteistsõrmiku muud operatsioonid, vanus >17, kht-ta","Mao, söögit.ja kaksteists. suured opid, vanus >17, kht-ta",155B,"Other stomach, esophageal and duodenal procedures, age >17, w/o cc","Other stom, esoph & duod proc, age >17, w cc",6,est
156,"Mao, söögitoru ja kaksteistsõrmiku operatsioonid, vanus 0-17","Mao, söögitoru ja kaksteistsõrmiku opid, vanus 0-17",156X,"Stomach, esophageal & duodenal procedures, age 0-17","Stomach, esophageal & duodenal procedures, age 0-17",6,est
156O,"Mao, söögitoru ja kaksteistsõrmiku operatsioonid, lühike ravi","Mao, söögitoru ja kaksteistsõrmiku opid, lüh.ravi",156O,"Stomach, esophageal & duodenal procedures, short therapy","Stomach, esophageal & duodenal procedures, short therapy",6,est
157,"Väikesed sooleoperatsioonid, kht-ga","Väikesed sooleopid, kht-ga",157X,Minor intestinal procedure w cc,Minor intestinal procedure w cc,6,est
158,"Väikesed sooleoperatsioonid, kht-ta","Väikesed sooleopid, kht-ta",158X,"Minor intestinal procedures, w/o CC","Minor intestinal procedures, w/o CC",6,est
158O,"Väikesed sooleoperatsioonid, lühike ravi","Väikesed sooleopid, lüh.ravi",158O,"Minor intestinal procedures, short therapy","Minor intestinal procedures, short therapy",6,est
159,"Songa operatsioonid, välja arvatud kubemesong ja reiesong, vanus >17, kht-ga","Songa opid, va kubemesong ja reiesong, vanus >17, kht-ga",159X,"Hernia procedures except inguinal & femoral, age > 17, w CC","Hernia procedures except inguinal & femoral, age > 17, w CC",6,est
160,"Songa operatsioonid, välja arvatud kubemesong ja reiesong, vanus >17, kht-ta","Songa opid, va kubemesong ja reiesong, vanus >17, kht-ta",160X,"Hernia procedures except inguinal & femoral, age > 17, w/o CC","Hernia procedures except inguinal & femoral, age > 17, w/o CC",6,est
160O,"Songa operatsioonid, välja arvatud kubemesong ja reiesong, lühike ravi","Songa opid, va kubemesong ja reiesong, lüh.ravi",160O,"Hernia procedures except inguinal & femoral, short therapy","Hernia procedures except inguinal & femoral, short therapy",6,est
161,"Kubemesonga ja reiesonga operatsioonid, vanus >17, kht-ga","Kubemesonga ja reiesonga opid, vanus >17, kht-ga",161X,"Inguinal & femoral hernia procedures, age > 17, w CC","Inguinal & femoral hernia procedures, age > 17, w CC",6,est
162,"Kubemesonga ja reiesonga operatsioonid, vanus >17, kht-ta","Kubemesonga ja reiesonga opid, vanus >17, kht-ta",162X,"Inguinal & femoral hernia procedures, age > 17, w/o CC","Inguinal & femoral hernia procedures, age > 17, w/o CC",6,est
162O,"Kubemesonga ja reiesonga operatsioonid, lühike ravi","Kubemesonga ja reiesonga opid, lüh.ravi",162O,"Inguinal & femoral hernia procedures, short therapy","Inguinal & femoral hernia procedures, short therapy",6,est
162P,"Kubemesonga ja reiesonga operatsioonid, kahepoolne, lühike ravi","Kubemesonga ja reiesonga opid, kahepoolne, lüh.ravi",162P,"Inguinal and femoral hernia procedures, bilateral or combined with other hernia procedure, short therapy","Inguinal and femoral hernia procedures, bilateral or combined with other hernia procedure, short therapy",6,est
163,"Songa operatsioonid, vanus 0-17","Songa opid, vanus 0-17",163X,"Hernia procedures, age 0-17","Hernia procedures, age 0-17",6,est
166N,"Apendektoomia, tüsistunud","Apendektoomia, tüsistunud",166N,Appendectomy w complicated principal diagnosis,Appendectomy w complicated principal diag,6,est
