code_plus,text_plus,nat_ver
A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds",est/swe/lat/ice/den
A02AD01,Ordinary salt combinations,fin/swe
A02AD02,Magaldrate,fin/swe
A02AD03,Almagate,fin/swe
A02AD04,Hydrotalcite,fin/swe
A02AD05,Almasilate,fin/swe
A02AF,Antacids with antiflatulents,est/swe/lat/ice/den
A02AF01,Magaldrate and antiflatulents,fin/swe
A02AF02,Ordinary salt combinations and antiflatulents,fin/swe
A02AG,Antacids with antispasmodics,est/swe/lat/ice/den
A02AH,Antacids with sodium bicarbonate,est/swe/lat/ice/den
A02AX,"Antacids, other combinations",est/swe/lat/ice/den
A02BA,H2-receptor antagonists,est/swe/lat/ice/den
A02BA01,Cimetidine,fin/swe
A02BA02,Ranitidine,fin/swe
A02BA03,Famotidine,fin/swe
A02BA04,Nizatidine,fin/swe
A02BA05,Niperotidine,fin/swe
A02BA06,Roxatidine,fin/swe
A02BA07,Ranitidine bismuth citrate,fin/swe
A02BA08,Lafutidine,fin/swe
A02BA51,"Cimetidine, combinations",fin/swe
A02BA53,"Famotidine, combinations",fin/swe
A02BB,Prostaglandins,est/swe/lat/ice/den
A02BB01,Misoprostol,fin/swe
A02BB02,Enprostil,fin/swe
A02BC,Proton pump inhibitors,est/swe/lat/ice/den
A02BC01,Omeprazole,fin/swe
A02BC02,Pantoprazole,fin/swe
A02BC03,Lansoprazole,fin/swe
A02BC04,Rabeprazole,fin/swe
A02BC05,Esomeprazole,fin/swe
A02BC06,Dexlansoprazole,fin/swe
A02BC07,Dexrabeprazole,fin/swe
A02BC08,Vonoprazan,fin/swe
A02BC09,Tegoprazan,fin/swe
A02BC53,"Lansoprazole, combinations",fin/swe
A02BC54,"Rabeprazole, combinations",fin/swe
A02BD,Combinations for eradication of Helicobacter pylori,est/swe/lat/ice/den
A02BD01,"Omeprazole, amoxicillin and metronidazole",fin/nor/swe
A02BD02,"Lansoprazole, tetracycline and metronidazole",fin/nor/swe
A02BD03,"Lansoprazole, amoxicillin and metronidazole",fin/nor/swe
A02BD04,"Pantoprazole, amoxicillin and clarithromycin",fin/nor/swe
A02BD05,"Omeprazole, amoxicillin and clarithromycin",fin/swe
A02BD06,"Esomeprazole, amoxicillin and clarithromycin",fin/nor/swe
A02BD07,"Lansoprazole, amoxicillin and clarithromycin",fin/nor/swe
A02BD08,"Bismuth subcitrate, tetracycline and metronidazole",fin/swe
A02BD09,"Lansoprazole, clarithromycin and tinidazole",fin/swe
A02BD10,"Lansoprazole, amoxicillin and levofloxacin",fin/swe
A02BD11,"Pantoprazole, amoxicillin, clarithromycin and metro",fin/swe
A02BD12,"Rabeprazole, amoxicillin and clarithromycin",fin/swe
A02BD13,"Rabeprazole, amoxicillin and metronidazole",fin/swe
A02BD14,"Vonoprazan, amoxicillin and clarithromycin",fin/swe
A02BD15,"Vonoprazan, amoxicillin and metronidazole",fin/swe
A02BD16,"Omeprazole, amoxicillin and rifabutin",fin/swe
A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),est/swe/lat/ice/den
A02BX01,Carbenoxolone,fin/swe
A02BX02,Sucralfate,fin/swe
A02BX03,Pirenzepine,fin/swe
A02BX04,Methiosulfonium chloride,fin/swe
A02BX05,Bismuth subcitrate,fin/swe
A02BX06,Proglumide,fin/swe
A02BX07,Gefarnate,fin/swe
A02BX08,Sulglicotide,fin/swe
A02BX09,Acetoxolone,fin/swe
A02BX10,Zolimidine,fin/swe
A02BX11,Troxipide,fin/swe
A02BX12,Bismuth subnitrate,fin/swe
A02BX13,Alginic acid,fin/swe
A02BX14,Rebamipide,fin/swe
A02BX51,"Carbenoxolone, combinations excl. psycholeptics",fin/swe
A02BX71,"Carbenoxolone, combinations with psycholeptics",fin/swe
A02BX77,"Gefarnate, combinations with psycholeptics",fin/swe
A03AA,"Synthetic anticholinergics, esters with tertiary amino group",est/swe/lat/ice/den
A03AA01,Oxyphencyclimine,fin/swe
A03AA03,Camylofin,fin/swe
A03AA04,Mebeverine,fin/swe
A03AA05,Trimebutine,fin/swe
A03AA06,Rociverine,fin/swe
A03AA07,Dicycloverine,fin/swe
A03AA08,Dihexyverine,fin/swe
A03AA09,Difemerine,fin/swe
A03AA30,Piperidolate,fin/swe
A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",est/swe/lat/ice/den
A03AB01,Benzilone,fin/swe
A03AB02,Glycopyrronium bromide,fin/swe
A03AB03,Oxyphenonium,fin/swe
A03AB04,Penthienate,fin/swe
A03AB05,Propantheline,fin/swe
A03AB06,Otilonium bromide,fin/swe
A03AB07,Methantheline,fin/swe
A03AB08,Tridihexethyl,fin/swe
A03AB09,Isopropamide,fin/swe
A03AB10,Hexocyclium,fin/swe
A03AB11,Poldine,fin/swe
A03AB12,Mepenzolate,fin/swe
A03AB13,Bevonium,fin/swe
A03AB14,Pipenzolate,fin/swe
A03AB15,Diphemanil,fin/swe
A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,fin/swe
A03AB17,Tiemonium iodide,fin/swe
A03AB18,Prifinium bromide,fin/swe
A03AB19,Timepidium bromide,fin/swe
A03AB21,Fenpiverinium,fin/swe
A03AB53,"Oxyphenonium, combinations",fin/swe
A03AC,"Synthetic antispasmodics, amides with tertiary amines",est/swe/lat/ice/den
A03AC02,Dimethylaminopropionylphenothiazine,fin/swe
A03AC04,Nicofetamide,fin/swe
A03AC05,Tiropramide,fin/swe
A03AD,Papaverine and derivatives,est/swe/lat/ice/den
A03AD01,Papaverine,fin/swe
A03AD02,Drotaverine,fin/swe
A03AD30,Moxaverine,fin/swe
A03AE,Drugs acting on serotonin receptors,est/swe/lat/ice/den
A03AE01,Alosetron,fin/swe
A03AE03,Cilansetron,fin/swe
A03AX,Other drugs for functional bowel disorders,est/swe/lat/ice/den
A03AX01,Fenpiprane,fin/swe
A03AX02,Diisopromine,fin/swe
A03AX03,Chlorbenzoxamine,fin/swe
A03AX04,Pinaverium,fin/swe
A03AX05,Fenoverine,fin/swe
A03AX06,Idanpramine,fin/swe
A03AX07,Proxazole,fin/swe
A03AX08,Alverine,fin/swe
A03AX09,Trepibutone,fin/swe
A03AX10,Isometheptene,fin/swe
A03AX11,Caroverine,fin/swe
A03AX12,Phloroglucinol,fin/swe
A03AX13,Silicones,fin/swe
A03AX14,Valethamate,fin/swe
A03AX15,Menthae piperitae aetheroleum,fin/swe
A03AX30,Trimethyldiphenylpropylamine,fin/swe
A03AX58,"Alverine, combinations",fin/swe
A03BA,"Belladonna alkaloids, tertiary amines",est/swe/lat/ice/den
A03BA01,Atropine,fin/swe
A03BA03,Hyoscyamine,fin/swe
A03BA04,Belladonna total alkaloids,fin/swe
A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",est/swe/lat/ice/den
A03BB01,Butylscopolamine,fin/swe
A03BB02,Methylatropine,fin/swe
A03BB03,Methylscopolamine,fin/swe
A03BB04,Fentonium,fin/swe
A03BB05,Cimetropium bromide,fin/swe
A03BB06,Homatropine methylbromide,fin/swe
A03CA,Synthetic anticholinergic agents in combination with psycholeptics,est/swe/lat/ice/den
A03CA01,Isopropamide and psycholeptics,fin/swe
A03CA02,Clidinium and psycholeptics,fin/swe
A03CA03,Oxyphencyclimine and psycholeptics,fin/swe
A03CA04,Otilonium bromide and psycholeptics,fin/swe
A03CA05,Glycopyrronium bromide and psycholeptics,fin/swe
A03CA06,Bevonium and psycholeptics,fin/swe
A03CA07,Ambutonium and psycholeptics,fin/swe
A03CA08,Diphemanil and psycholeptics,fin/swe
A03CA09,Pipenzolate and psycholeptics,fin/swe
A03CA30,Emepronium and psycholeptics,fin/swe
A03CA34,Propantheline and psycholeptics,fin/swe
A03CB,Belladonna and derivatives in combination with psycholeptics,est/swe/lat/ice/den
A03CB01,Methylscopolamine and psycholeptics,fin/swe
A03CB02,Belladonna total alkaloids and psycholeptics,fin/swe
A03CB03,Atropine and psycholeptics,fin/swe
A03CB04,Homatropine methylbromide and psycholeptics,fin/swe
A03CB31,Hyoscyamine and psycholeptics,fin/swe
A03CC,Other antispasmodics in combination with psycholeptics,est/swe/lat/ice/den
A03DA,Synthetic anticholinergic agents in combination with analgesics,est/swe/lat/ice/den
A03DA01,Tropenzilone and analgesics,fin/swe
A03DA02,Pitofenone and analgesics,fin/swe
A03DA03,Bevonium and analgesics,fin/swe
A03DA04,Ciclonium and analgesics,fin/swe
A03DA05,Camylofin and analgesics,fin/swe
A03DA06,Trospium and analgesics,fin/swe
A03DA07,Tiemonium iodide and analgesics,fin/swe
A03DB,Belladonna and derivatives in combination with analgesics,est/swe/lat/ice/den
A03DB04,Butylscopolamine and analgesics,fin/swe
A03DC,Other antispasmodics in combination with analgesics,est/swe/lat/ice/den
A03EA,"Antispasmodics, psycholeptics and analgesics in combination",est/swe/lat/ice/den
A03ED,Antispasmodics in combination with other drugs,est/swe/lat/ice/den
A03FA,Propulsives,est/swe/lat/ice/den
A03FA01,Metoclopramide,fin/swe
A03FA02,Cisapride,fin/swe
A03FA03,Domperidone,fin/swe
A03FA04,Bromopride,fin/swe
A03FA05,Alizapride,fin/swe
A03FA06,Clebopride,fin/swe
A03FA07,Itopride,fin/swe
A03FA08,Cinitapride,fin/swe
A03FA09,Mosapride,fin/swe
A04AA,Serotonin (5HT3) antagonists,est/swe/lat/ice/den
A04AA01,Ondansetron,fin/swe
A04AA02,Granisetron,fin/swe
A04AA03,Tropisetron,fin/swe
A04AA04,Dolasetron,fin/swe
A04AA05,Palonosetron,fin/swe
A04AA55,"Palonosetron, combinations",fin/swe
A04AD,Other antiemetics,est/swe/lat/ice/den
A04AD01,Scopolamine,fin/swe
A04AD02,Cerium oxalate,fin/swe
A04AD04,Chlorobutanol,fin/swe
A04AD05,Metopimazine,fin/swe
A04AD10,Dronabinol,fin/swe
A04AD11,Nabilone,fin/swe
A04AD12,Aprepitant,fin/swe
A04AD13,Casopitant,fin/swe
A04AD14,Rolapitant,fin/swe
A04AD51,"Scopolamine, combinations",fin/swe
A04AD54,"Chlorobutanol, combinations",fin/swe
A05AA,Bile acid preparations,est/swe/lat/ice/den
A05AA01,Chenodeoxycholic acid,fin/swe
A05AA02,Ursodeoxycholic acid,fin/swe
A05AA03,Cholic acid,fin/swe
A05AA04,Obeticholic acid,fin/swe
A05AB,Preparations for biliary tract therapy,est/swe/lat/ice/den
A05AB01,Nicotinyl methylamide,fin/swe
A05AX,Other drugs for bile therapy,est/swe/lat/ice/den
A05AX01,Piprozolin,fin/swe
A05AX02,Hymecromone,fin/swe
A05AX03,Cyclobutyrol,fin/swe
A05AX04,Maralixibat chloride,fin/swe
A05AX05,Odevixibat,fin/swe
A05BA,Liver therapy,est/swe/lat/ice/den
A05BA01,Arginine glutamate,fin/swe
A05BA03,Silymarin,fin/swe
A05BA04,Citiolone,fin/swe
A05BA05,Epomediol,fin/swe
A05BA06,Ornithine oxoglurate,fin/swe
A05BA07,Tidiacic arginine,fin/swe
A05BA08,Glycyrrhizic acid,fin/swe
A05BA09,Metadoxine,fin/swe
A06AA,"Softeners, emollients",est/swe/lat/ice/den
A06AA01,Liquid paraffin,fin/swe
A06AA02,Docusate sodium,fin/swe
A06AA51,"Liquid paraffin, combinations",fin/swe
A06AB,Contact laxatives,est/swe/lat/ice/den
A06AB01,Oxyphenisatine,fin/swe
A06AB02,Bisacodyl,fin/swe
A06AB03,Dantron,fin/swe
A06AB04,Phenolphthalein,fin/swe
A06AB05,Castor oil,fin/swe
A06AB06,Senna glycosides,fin/swe
A06AB07,Cascara,fin/swe
A06AB08,Sodium picosulfate,fin/swe
A06AB09,Bisoxatin,fin/swe
A06AB20,Contact laxatives in combination,fin/swe
A06AB30,Contact laxatives in combination with belladonna al,fin/swe
A06AB52,"Bisacodyl, combinations",fin/swe
A06AB53,"Dantron, combinations",fin/swe
A06AB56,"Senna glycosides, combinations",fin/swe
A06AB57,"Cascara, combinations",fin/swe
A06AB58,"Sodium picosulfate, combinations",fin/swe
A06AC,Bulk producers,est/swe/lat/ice/den
A06AC01,Ispaghula (psylla seeds),fin/swe
A06AC02,Ethulose,fin/swe
A06AC03,Sterculia,fin/swe
A06AC05,Linseed,fin/swe
A06AC06,Methylcellulose,fin/swe
A06AC07,Triticum (wheat fibre),fin/swe
A06AC08,Polycarbophil calcium,fin/swe
A06AC51,"Ispaghula, combinations",fin/swe
A06AC53,"Sterculia, combinations",fin/swe
A06AC55,"Linseed, combinations",fin/swe
A06AD,Osmotically acting laxatives,est/swe/lat/ice/den
A06AD01,Magnesium carbonate,fin/swe
A06AD02,Magnesium oxide,fin/swe
A06AD03,Magnesium peroxide,fin/swe
A06AD04,Magnesium sulfate,fin/swe
A06AD10,Mineral salts in combination,fin/swe
A06AD11,Lactulose,fin/swe
A06AD12,Lactitol,fin/swe
A06AD13,Sodium sulfate,fin/swe
A06AD14,Pentaerithrityl,fin/swe
A06AD15,Macrogol,fin/swe
A06AD16,Mannitol,fin/swe
A06AD17,Sodium phosphate,fin/swe
A06AD18,Sorbitol,fin/swe
A06AD19,Magnesium citrate,fin/swe
A06AD21,Sodium tartrate,fin/swe
A06AD61,"Lactulose, combinations",fin/swe
A06AD65,"Macrogol, combinations",fin/swe
A06AG,Enemas,est/swe/lat/ice/den
A06AG01,Sodium phosphate,fin/swe
A06AG02,Bisacodyl,fin/swe
A06AG03,"Dantron, incl. combinations",fin/swe
A06AG04,Glycerol,fin/swe
A06AG06,Oil,fin/swe
A06AG07,Sorbitol,fin/swe
A06AG10,"Docusate sodium, incl. combinations",fin/swe
A06AG11,"Sodium lauryl sulfoacetate, incl. combinations",fin/swe
A06AG20,Combinations,fin/swe
A06AH01,Methylnaltrexone bromide,fin/swe
A06AH02,Alvimopan,fin/swe
A06AH03,Naloxegol,fin/swe
A06AH04,Naloxone,fin/swe
A06AH05,Naldemedine,fin/swe
A06AX,Other laxatives,est/swe/lat/ice/den
A06AX01,Glycerol,fin/swe
A06AX02,Carbon dioxide producing drugs,fin/swe
A06AX03,Lubiprostone,fin/swe
A06AX04,Linaclotide,fin/swe
A06AX05,Prucalopride,fin/swe
A06AX06,Tegaserod,fin/swe
A06AX07,Plecanatide,fin/swe
A06AX08,Tenapanor,fin/swe
A07AA,Antibiotics,est/swe/lat/ice/den
A07AA01,Neomycin,fin/swe
A07AA02,Nystatin,fin/swe
A07AA03,Natamycin,fin/swe
A07AA04,Streptomycin,fin/swe
A07AA05,Polymyxin B,fin/swe
A07AA06,Paromomycin,fin/swe
A07AA07,Amphotericin B,fin/swe
A07AA08,Kanamycin,fin/swe
A07AA09,Vancomycin,fin/swe
A07AA10,Colistin,fin/swe
A07AA11,Rifaximin,fin/swe
A07AA12,Fidaxomicin,fin/swe
A07AA13,Rifamycin,fin/swe
A07AA51,"Neomycin, combinations",fin/swe
A07AA54,"Streptomycin, combinations",fin/swe
A07AB,Sulfonamides,est/swe/lat/ice/den
A07AB02,Phthalylsulfathiazole,fin/swe
A07AB03,Sulfaguanidine,fin/swe
A07AB04,Succinylsulfathiazole,fin/swe
A07AC,Imidazole derivatives,est/swe/lat/ice/den
A07AC01,Miconazole,fin/swe
A07AX,Other intestinal antiinfectives,est/swe/lat/ice/den
A07AX01,Broxyquinoline,fin/swe
A07AX02,Acetarsol,fin/swe
A07AX03,Nifuroxazide,fin/swe
A07AX04,Nifurzide,fin/swe
A07BA,Charcoal preparations,est/swe/lat/ice/den
A07BA01,Medicinal charcoal,fin/swe
A07BA51,"Medicinal charcoal, combinations",fin/swe
A07BB,Bismuth preparations,est/swe/lat/ice/den
A07BC,Other intestinal adsorbents,est/swe/lat/ice/den
A07BC01,Pectin,fin/swe
A07BC02,Kaolin,fin/swe
A07BC03,Crospovidone,fin/swe
A07BC04,Attapulgite,fin/swe
A07BC05,Diosmectite,fin/swe
A07BC30,Combinations,fin/swe
A07BC54,"Attapulgite, combinations",fin/swe
A07CA,Oral rehydration salt formulations,est/swe/lat/ice/den
A07DA,Antipropulsives,est/swe/lat/ice/den
A07DA01,Diphenoxylate,fin/swe
A07DA02,Opium,fin/swe
A07DA03,Loperamide,fin/swe
A07DA04,Difenoxin,fin/swe
A07DA05,Loperamide oxide,fin/swe
A07DA06,Eluxadoline,fin/swe
A07DA52,"Morphine, combinations",fin/swe
A07DA53,"Loperamide, combinations",fin/swe
A07EA,Corticosteroids acting locally,est/swe/lat/ice/den
A07EA01,Prednisolone,fin/swe
A07EA02,Hydrocortisone,fin/swe
A07EA03,Prednisone,fin/swe
A07EA04,Betamethasone,fin/swe
A07EA05,Tixocortol,fin/swe
A07EA06,Budesonide,fin/swe
A07EA07,Beclometasone,fin/swe
A07EB,"Antiallergic agents, excl. corticosteroids",est/swe/lat/ice/den
A07EB01,Cromoglicic acid,fin/swe
A07EC,Aminosalicylic acid and similar agents,est/swe/lat/ice/den
A07EC01,Sulfasalazine,fin/swe
A07EC02,Mesalazine,fin/swe
A07EC03,Olsalazine,fin/swe
A07EC04,Balsalazide,fin/swe
A07FA,Antidiarrheal microorganisms,est/swe/lat/ice/den
A07FA01,Lactic acid producing organisms,fin/swe
A07FA02,Saccharomyces boulardii,fin/swe
A07FA51,"Lactic acid producing organisms, combinations",fin/swe
A07XA,Other antidiarrheals,est/swe/lat/ice/den
A07XA01,Albumin tannate,fin/swe
A07XA02,Ceratonia,fin/swe
A07XA03,Calcium compounds,fin/swe
A07XA04,Racecadotril,fin/swe
A07XA06,Crofelemer,fin/swe
A07XA51,"Albumin tannate, combinations",fin/swe
A08AA,Centrally acting antiobesity products,est/swe/lat/ice/den
A08AA01,Phentermine,fin/swe
A08AA02,Fenfluramine,fin/swe
A08AA03,Amfepramone,fin/swe
A08AA04,Dexfenfluramine,fin/swe
A08AA05,Mazindol,fin/swe
A08AA06,Etilamfetamine,fin/swe
A08AA07,Cathine,fin/swe
A08AA08,Clobenzorex,fin/swe
A08AA09,Mefenorex,fin/swe
A08AA10,Sibutramine,fin/swe
A08AA11,Lorcaserin,fin/swe
A08AA12,Setmelanotide,fin/swe
A08AA56,"Ephedrine, combinations",fin/swe
A08AA62,Bupropion and naltrexone,fin/swe
A08AB,Peripherally acting antiobesity products,est/swe/lat/ice/den
A08AB01,Orlistat,fin/swe
A08AX01,Rimonabant,fin/swe
A09AA,Enzyme preparations,est/swe/lat/ice/den
A09AA01,Diastase,fin/swe
A09AA02,"Multienzymes (lipase, protease etc.)",fin/swe
A09AA03,Pepsin,fin/swe
A09AA04,Tilactase,fin/swe
A09AB,Acid preparations,est/swe/lat/ice/den
A09AB01,Glutamic acid hydrochloride,fin/swe
A09AB02,Betaine hydrochloride,fin/swe
A09AB03,Hydrochloric acid,fin/swe
A09AB04,Citric acid,fin/swe
A09AC,"Enzyme and acid preparations, combinations",est/swe/lat/ice/den
A09AC01,Pepsin and acid preparations,fin/swe
A09AC02,Multienzymes and acid preparations,fin/swe
A10AB,"Insulins and analogues, fast-acting",est/swe/lat/ice/den
A10AB01,Insulin (human),fin/swe
A10AB02,Insulin (beef),fin/swe
A10AB03,Insulin (pork),fin/swe
A10AB04,Insulin lispro,fin/swe
A10AB05,Insulin aspart,fin/swe
A10AB06,Insulin glulisine,fin/swe
A10AB30,Combinations,fin/swe
A10AC,"Insulins and analogues, intermediate-acting",est/swe/lat/ice/den
A10AC01,Insulin (human),fin/swe
A10AC02,Insulin (beef),fin/swe
A10AC03,Insulin (pork),fin/swe
A10AC04,Insulin lispro,fin/swe
A10AC30,Combinations,fin/swe
A10AD,"Insulins and analogues, intermediate-acting combined with fast-acting",est/swe/lat/ice/den
A10AD01,Insulin (human),fin/swe
A10AD02,Insulin (beef),fin/swe
A10AD03,Insulin (pork),fin/swe
A10AD04,Insulin lispro,fin/swe
A10AD05,Insulin aspart,fin/swe
A10AD06,Insulin degludec and insulin aspart,fin/swe
A10AD30,Combinations,fin/swe
A10AE,"Insulins and analogues, long-acting",est/swe/lat/ice/den
A10AE01,Insulin (human),fin/swe
A10AE02,Insulin (beef),fin/swe
A10AE03,Insulin (pork),fin/swe
A10AE04,Insulin glargine,fin/swe
A10AE05,Insulin detemir,fin/swe
A10AE06,Insulin degludec,fin/swe
A10AE30,Combinations,fin/swe
A10AE54,Insulin glargine and lixisenatide,fin/swe
A10AE56,Insulin degludec and liraglutide,fin/swe
A10AF01,Insulin (human),fin/swe
A10BA,Biguanides,est/swe/lat/ice/den
A10BA01,Phenformin,fin/swe
A10BA02,Metformin,fin/swe
A10BA03,Buformin,fin/swe
A10BB,"Sulfonamides, urea derivatives",est/swe/lat/ice/den
A10BB01,Glibenclamide,fin/swe
A10BB02,Chlorpropamide,fin/swe
A10BB03,Tolbutamide,fin/swe
A10BB04,Glibornuride,fin/swe
A10BB05,Tolazamide,fin/swe
A10BB06,Carbutamide,fin/swe
A10BB07,Glipizide,fin/swe
A10BB08,Gliquidone,fin/swe
A10BB09,Gliclazide,fin/swe
A10BB10,Metahexamide,fin/swe
A10BB11,Glisoxepide,fin/swe
A10BB12,Glimepiride,fin/swe
A10BB31,Acetohexamide,fin/swe
A10BC,Sulfonamides (heterocyclic),est/swe/lat/ice/den
A10BC01,Glymidine,fin/swe
A10BD,Combinations of oral blood glucose lowering drugs,est/swe/lat/ice/den
A10BD01,Phenformin and sulfonylureas,fin/swe
A10BD02,Metformin and sulfonylureas,fin/swe
A10BD03,Metformin and rosiglitazone,fin/swe
A10BD04,Glimepiride and rosiglitazone,fin/swe
A10BD05,Metformin and pioglitazone,fin/swe
A10BD06,Glimepiride and pioglitazone,fin/swe
A10BD07,Metformin and sitagliptin,fin/swe
A10BD08,Metformin and vildagliptin,fin/swe
A10BD09,Pioglitazone and alogliptin,fin/swe
A10BD10,Metformin and saxagliptin,fin/swe
A10BD11,Metformin and linagliptin,fin/swe
A10BD12,Pioglitazone and sitagliptin,fin/swe
A10BD13,Metformin and alogliptin,fin/swe
A10BD14,Metformin and repaglinide,fin/swe
A10BD15,Metformin and dapagliflozin,fin/swe
A10BD16,Metformin and canagliflozin,fin/swe
A10BD17,Metformin and acarbose,fin/swe
A10BD18,Metformin and gemigliptin,fin/swe
A10BD19,Linagliptin and empagliflozin,fin/swe
A10BD20,Metformin and empagliflozin,fin/swe
A10BD21,Saxagliptin and dapagliflozin,fin/swe
A10BD22,Metformin and evogliptin,fin/swe
A10BD23,Metformin and ertugliflozin,fin/swe
A10BD24,Sitagliptin and ertugliflozin,fin/swe
A10BD25,"Metformin, saxagliptin and dapagliflozin",fin/swe
A10BD26,Metformin and lobeglitazone,fin/swe
A10BD27,"Metformin, linagliptin and empagliflozin",fin/swe
A10BF,Alpha glucosidase inhibitors,est/swe/lat/ice/den
A10BF01,Acarbose,fin/swe
A10BF02,Miglitol,fin/swe
A10BF03,Voglibose,fin/swe
A10BG,Thiazolidinediones,est/swe/lat/ice/den
A10BG01,Troglitazone,fin/swe
A10BG02,Rosiglitazone,fin/swe
A10BG03,Pioglitazone,fin/swe
A10BG04,Lobeglitazone,fin/swe
A10BH01,Sitagliptin,fin/swe
A10BH02,Vildagliptin,fin/swe
A10BH03,Saxagliptin,fin/swe
A10BH04,Alogliptin,fin/swe
A10BH05,Linagliptin,fin/swe
A10BH06,Gemigliptin,fin/swe
A10BH07,Evogliptin,fin/swe
A10BH08,Teneligliptin,fin/swe
A10BH51,Sitagliptin and simvastatin,fin/swe
A10BH52,Gemigliptin and rosuvastatin,fin/swe
A10BJ01,Exenatide,fin/swe
A10BJ02,Liraglutide,fin/swe
A10BJ03,Lixisenatide,fin/swe
A10BJ04,Albiglutide,fin/swe
A10BJ05,Dulaglutide,fin/swe
A10BJ06,Semaglutide,fin/swe
A10BJ07,Beinaglutide,fin/swe
A10BK01,Dapagliflozin,fin/swe
A10BK02,Canagliflozin,fin/swe
A10BK03,Empagliflozin,fin/swe
A10BK04,Ertugliflozin,fin/swe
A10BK05,Ipragliflozin,fin/swe
A10BK06,Sotagliflozin,fin/swe
A10BK07,Luseogliflozin,fin/swe
A10BX,Other oral blood glucose lowering drugs,est/swe/lat/ice/den
A10BX01,Guar gum,fin/swe
A10BX02,Repaglinide,fin/swe
A10BX03,Nateglinide,fin/swe
A10BX05,Pramlintide,fin/swe
A10BX06,Benfluorex,fin/swe
A10BX08,Mitiglinide,fin/swe
A10BX15,Imeglimin,fin/swe
A10XA,Aldose reductase inhibitors,est/swe/lat/ice/den
A10XA01,Tolrestat,fin/swe
A11AA,Multivitamins with minerals,est/swe/lat/ice/den
A11AA01,Multivitamins and iron,fin/swe
A11AA02,Multivitamins and calcium,fin/swe
A11AA03,"Multivitamins and other minerals, incl. combination",fin/swe
A11AA04,Multivitamins and trace elements,fin/swe
A11AB,"Multivitamins, other combinations",est/swe/lat/ice/den
A11BA,"Multivitamins, plain",est/swe/lat/ice/den
A11CA,"Vitamin A, plain",est/swe/lat/ice/den
A11CA01,Retinol (vit A),fin/swe
A11CA02,Betacarotene,fin/swe
A11CB,Vitamin A and D in combination,est/swe/lat/ice/den
A11CC,Vitamin D and analogues,est/swe/lat/ice/den
A11CC01,Ergocalciferol,fin/swe
A11CC02,Dihydrotachysterol,fin/swe
A11CC03,Alfacalcidol,fin/swe
A11CC04,Calcitriol,fin/swe
A11CC05,Colecalciferol,fin/swe
A11CC06,Calcifediol,fin/swe
A11CC20,Combinations,fin/swe
A11CC55,"Colecalciferol, combinations",fin/swe
A11DA,"Vitamin B1, plain",est/swe/lat/ice/den
A11DA01,Thiamine (vit B1),fin/swe
A11DA02,Sulbutiamine,fin/swe
A11DA03,Benfotiamine,fin/swe
A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,est/swe/lat/ice/den
A11EA,"Vitamin B-complex, plain",est/swe/lat/ice/den
A11EB,Vitamin B-complex with vitamin C,est/swe/lat/ice/den
A11EC,Vitamin B-complex with minerals,est/swe/lat/ice/den
A11ED,Vitamin B-complex with anabolic steroids,est/swe/lat/ice/den
A11EX,"Vitamin B-complex, other combinations",est/swe/lat/ice/den
A11GA,"Ascorbic acid (vitamin C), plain",est/swe/lat/ice/den
A11GA01,Ascorbic acid (vit C),fin/swe
A11GB,"Ascorbic acid (vitamin C), combinations",est/swe/lat/ice/den
A11GB01,Ascorbic acid (vit C) and calcium,fin/swe
A11HA,Other plain vitamin preparations,est/swe/lat/ice/den
A11HA01,Nicotinamide,fin/swe
A11HA02,Pyridoxine (vit B6),fin/swe
A11HA03,Tocopherol (vit E),fin/swe
A11HA04,Riboflavin (vit B2),fin/swe
A11HA05,Biotin,fin/swe
A11HA06,Pyridoxal phosphate,fin/swe
A11HA07,Inositol,fin/swe
A11HA08,Tocofersolan,fin/swe
A11HA30,Dexpanthenol,fin/swe
A11HA31,Calcium pantothenate,fin/swe
A11HA32,Pantethine,fin/swe
A11JA,Combinations of vitamins,est/swe/lat/ice/den
A11JB,Vitamins with minerals,est/swe/lat/ice/den
A11JC,"Vitamins, other combinations",est/swe/lat/ice/den
A12AA,Calcium,est/swe/lat/ice/den
A12AA01,Calcium phosphate,fin/swe
A12AA02,Calcium glubionate,fin/swe
A12AA03,Calcium gluconate,fin/swe
