ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
12550,#00D001255,E53T,0,+,5.0,05M08,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
12600,#00D001260,E99R,0,+,5.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
12650,#00D001265,E99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,05K99,,,,,<1,N,swe
12700,#00D001270,E99R,0,,,,,,N,05V11,99V35,99X50,,,,,,<1,N,swe
12750,#00D001275,E99W,0,+,5.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
12800,#00D001280,H80R,0,,,,,,,08V07,,99X50,,,,,,<1,N,swe
12850,#00D001285,H99U,0,+,8.0,,,,,99V22,,99X50,,,,,,<1,N,swe
12900,#00D001290,H99U,0,+,23.0,23M04,,,,99V22,,99X50,08K99,,,,,<1,N,swe
12950,#00D001295,P23R,0,,,,,,,14V02,,99X50,,,,,,<1,N,swe
13000,#00D001300,S99U,0,+,18.0,,,,,99V22,,99X50,,,,,,<1,N,swe
13050,#00D001305,S99U,0,+,23.0,23M04,,,,99V22,,99X50,18K99,,,,,<1,N,swe
13100,#00D001310,S10S,0,+,18.0,18M01,,,N,99V20,99V35,99X50,50X55,,,>6574,,<1,N,swe
13150,#00D001315,S10S,0,+,18.0,18M01,,1.0,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
13200,#00D001320,S10T,0,+,18.0,18M01,,,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
13250,#00D001325,S11S,0,+,18.0,18M01,,,,99V20,99V35,99X50,50X55,,,,,<1,N,swe
13300,#00D001330,S11S,0,+,18.0,18M01,,1.0,,99V20,99V35,99X50,,,,,,<1,N,swe
13350,#00D001335,S11T,0,+,18.0,18M01,,,,99V20,99V35,99X50,,,,,,<1,N,swe
13400,#00D001340,S20S,0,+,18.0,18M02,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
13450,#00D001345,S20S,0,+,18.0,18M02,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
13500,#00D001350,S20T,0,+,18.0,18M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13550,#00D001355,S30S,0,+,18.0,18M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
13600,#00D001360,S30S,0,+,18.0,18M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
13650,#00D001365,S30T,0,+,18.0,18M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13710,#00D001371,S41R,0,+,,,03P10,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13760,#00D001376,S42R,0,+,,,03P11,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13810,#00D001381,S43R,0,+,,,03P12,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13850,#00D001385,S99R,0,+,18.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
13900,#00D001390,S99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,18K99,,,,,<1,N,swe
13950,#00D001395,S99W,0,+,18.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
14000,#00D001400,A99U,0,+,1.0,,,,,99V22,,99X50,,,,,,<1,N,swe
14050,#00D001405,A99U,0,+,23.0,23M04,,,,99V22,,99X50,01K99,,,,,<1,N,swe
14100,#00D001410,A52S,0,+,1.0,01M09,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14150,#00D001415,A52S,0,+,1.0,01M09,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14200,#00D001420,A52T,0,+,1.0,01M09,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
14250,#00D001425,A43S,0,+,1.0,01M02,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14300,#00D001430,A43S,0,+,1.0,01M02,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14350,#00D001435,A43T,0,+,1.0,01M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
14400,#00D001440,A40S,0,+,1.0,01M01,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14450,#00D001445,A40S,0,+,1.0,01M01,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14500,#00D001450,A40T,0,+,1.0,01M01,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
14550,#00D001455,A44S,0,+,1.0,01M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14600,#00D001460,A44S,0,+,1.0,01M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14650,#00D001465,A44T,0,+,1.0,01M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
14700,#00D001470,A45S,0,+,1.0,01M04,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14750,#00D001475,A45S,0,+,1.0,01M04,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14800,#00D001480,A45T,0,+,1.0,01M04,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
14850,#00D001485,A46S,0,+,1.0,01M05,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
14900,#00D001490,A46S,0,+,1.0,01M05,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
14950,#00D001495,A46T,0,+,1.0,01M05,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15000,#00D001500,A46S,0,+,1.0,01M06,,,N,99V20,99V35,99X50,01X03,50X55,,,,<1,N,swe
15050,#00D001505,A46S,0,+,1.0,01M06,,1.0,N,99V20,99V35,99X50,01X03,,,,,<1,N,swe
15100,#00D001510,A46T,0,+,1.0,01M06,,,N,99V20,99V35,99X50,01X03,,,,,<1,N,swe
15150,#00D001515,A50R,0,+,1.0,01M06,,,N,99V20,99V35,99X50,01X04,,,,,<1,N,swe
15200,#00D001520,A47R,0,+,1.0,01M06,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15250,#00D001525,A50R,0,+,1.0,01M07,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15300,#00D001530,A51S,0,+,1.0,01M08,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
15350,#00D001535,A51S,0,+,1.0,01M08,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
15400,#00D001540,A51T,0,+,1.0,01M08,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15450,#00D001545,A53S,0,+,1.0,01M10,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
15500,#00D001550,A53S,0,+,1.0,01M10,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
15550,#00D001555,A53T,0,+,1.0,01M10,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15600,#00D001560,A55S,0,+,1.0,01M12,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
15650,#00D001565,A55S,0,+,1.0,01M12,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
15700,#00D001570,A55T,0,+,1.0,01M12,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15760,#00D001576,A57R,0,+,,,01P08,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15810,#00D001581,A58R,0,+,,,01P07,,N,99V20,99V35,99X50,,,,,,<1,N,swe
15850,#00D001585,A60S,0,+,1.0,01M14,,,N,99V20,99V35,99X50,01X01,50X55,,,,<1,N,swe
15900,#00D001590,A60S,0,+,1.0,01M14,,1.0,N,99V20,99V35,99X50,01X01,,,,,<1,N,swe
15950,#00D001595,A60T,0,+,1.0,01M14,,,N,99V20,99V35,99X50,01X01,,,,,<1,N,swe
16000,#00D001600,A61S,0,+,1.0,01M14,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
16050,#00D001605,A61S,0,+,1.0,01M14,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
16100,#00D001610,A61T,0,+,1.0,01M14,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
16150,#00D001615,A62S,0,+,1.0,01M15,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
16200,#00D001620,A62S,0,+,1.0,01M15,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
16250,#00D001625,A62T,0,+,1.0,01M15,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
16270,#00D001627,A89R,0,+,1.0,,,,,40V20,,99X50,,,,,,<1,N,swe
16300,#00D001630,A99R,0,+,1.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
16350,#00D001635,A99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,01K99,,,,,<1,N,swe
16400,#00D001640,A99W,0,+,1.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
16450,#00D001645,E84R,0,,,,,,,05V10,,99X50,,,,,,<1,N,swe
16500,#00D001650,Q99U,0,+,15.0,,,,,99V22,,99X50,,,,,,<1,N,swe
16550,#00D001655,Q99U,0,+,23.0,23M04,,,,99V22,,99X50,15K99,,,,,<1,N,swe
16600,#00D001660,Q99R,0,+,15.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
16650,#00D001665,Q99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,15K99,,,,,<1,N,swe
16700,#00D001670,Q99W,0,+,15.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
16750,#00D001675,K99U,0,+,30.0,,,,,99V22,,99X50,,,,,,<1,N,swe
16800,#00D001680,K99U,0,+,23.0,23M04,,,,99V22,,99X50,30K99,,,,,<1,N,swe
16850,#00D001685,K20S,0,+,30.0,30M04,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
16900,#00D001690,K20S,0,+,30.0,30M04,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
16950,#00D001695,K20T,0,+,30.0,30M04,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
16970,#00D001697,K89R,0,+,30.0,,,,,40V20,,99X50,,,,,,<1,N,swe
17000,#00D001700,K99R,0,+,30.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
17050,#00D001705,K99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,30K99,,,,,<1,N,swe
17100,#00D001710,K99W,0,+,30.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
17150,#00D001715,X35R,0,,,,,,,40V07,,99X50,,,,,,<1,N,swe
17200,#00D001720,X35R,0,,,,,,,40V15,04V03,99X50,,,,,,<1,N,swe
17250,#00D001725,D75R,0,,,,,,,04V03,,99X50,,,,,,<1,N,swe
17300,#00D001730,X43R,0,,,,,,,40V14,,99X50,,,,,,<1,N,swe
17400,#00D001740,F79R,0,,,,,,,06V06,,99X50,,,,,,<1,N,swe
17450,#00D001745,F99U,0,+,6.0,,,,,99V22,,99X50,,,,,,<1,N,swe
17500,#00D001750,F99U,0,+,23.0,23M04,,,,99V22,,99X50,06K99,,,,,<1,N,swe
17550,#00D001755,F39S,0,+,6.0,06M02,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
17600,#00D001760,F39S,0,+,6.0,06M02,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
17650,#00D001765,F39T,0,+,6.0,06M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
17700,#00D001770,F40S,0,+,6.0,06M05,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
17750,#00D001775,F40S,0,+,6.0,06M05,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
17800,#00D001780,F40T,0,+,6.0,06M05,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
17850,#00D001785,F40S,0,+,6.0,06M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
17900,#00D001790,F40S,0,+,6.0,06M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
17950,#00D001795,F40T,0,+,6.0,06M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18000,#00D001800,F43S,0,+,6.0,06M06,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
18050,#00D001805,F43S,0,+,6.0,06M06,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
18100,#00D001810,F43T,0,+,6.0,06M06,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18150,#00D001815,F45S,0,+,6.0,06M07,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
18200,#00D001820,F45S,0,+,6.0,06M07,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
18250,#00D001825,F45T,0,+,6.0,06M07,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18310,#00D001831,F50R,0,+,,,06P05,,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
18360,#00D001836,F52R,0,+,,,06P06,,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
18410,#00D001841,F51R,0,+,,,06P05,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18460,#00D001846,F53R,0,+,,,06P06,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18470,#00D001847,F89R,0,+,6.0,,,,,40V20,,99X50,,,,,,<1,N,swe
18500,#00D001850,F99R,0,+,6.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
18550,#00D001855,F99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,06K99,,,,,<1,N,swe
18600,#00D001860,F99W,0,+,6.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
18650,#00D001865,L99U,0,+,10.0,,,,,99V22,,99X50,,,,,,<1,N,swe
18700,#00D001870,L99U,0,+,23.0,23M04,,,,99V22,,99X50,10K99,,,,,<1,N,swe
19025,#00D001877,L41S,0,+,10.0,10M01,,,N,99V20,99V35,99X50,50X55,,,>6574,,<1,N,swe
19037,#00D001882,L41S,0,+,10.0,10M01,,1.0,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
19043,#00D001887,L41T,0,+,10.0,10M01,,,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
19046,#00D001892,L42S,0,+,10.0,10M01,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
19048,#00D001897,L42S,0,+,10.0,10M01,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
19061,#00D001902,L42T,0,+,10.0,10M01,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
19087,#00D001905,L50S,0,+,10.0,10M02,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
19100,#00D001910,L50S,0,+,10.0,10M02,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
19150,#00D001915,L50T,0,+,10.0,10M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
19200,#00D001920,L55S,0,+,10.0,10M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
19250,#00D001925,L55S,0,+,10.0,10M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
19300,#00D001930,L55T,0,+,10.0,10M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
19350,#00D001935,L99R,0,+,10.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
19400,#00D001940,L99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,10K99,,,,,<1,N,swe
19450,#00D001945,L81R,0,,,,,,,10V06,,99X50,,,,,,<1,N,swe
19500,#00D001950,L78R,0,,,,,,,10V03,,99X50,,,,,,<1,N,swe
19550,#00D001955,L99W,0,+,10.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
19560,#00D001956,T99U,0,+,19.0,,,,,99V22,,99X50,,,,,,<1,N,swe
19570,#00D001957,T13S,0,+,19.0,19M02,,,,99V20,,99X50,50X55,,,>21915,,<1,N,swe
19580,#00D001958,T13S,0,+,19.0,19M02,,1.0,,99V20,,99X50,,,,>21915,,<1,N,swe
19590,#00D001959,T13T,0,+,19.0,19M02,,,,99V20,,99X50,,,,>21915,,<1,N,swe
19600,#00D001960,T12S,0,+,19.0,19M02,,,,99V20,,99X50,50X55,,,,,<1,N,swe
19650,#00D001965,T12S,0,+,19.0,19M02,,1.0,,99V20,,99X50,,,,,,<1,N,swe
19670,#00D001967,T11S,0,+,19.0,19M01,,1.0,,99V20,,99X50,,,,>21915,,<1,N,swe
19680,#00D001968,T11S,0,+,19.0,19M01,,,,99V20,,99X50,50X55,,,>21915,,<1,N,swe
19700,#00D001970,T12T,0,+,19.0,19M02,,,,99V20,,99X50,,,,,,<1,N,swe
19710,#00D001971,T11T,0,+,19.0,19M01,,,,99V20,,99X50,,,,>21915,,<1,N,swe
19720,#00D001972,T10S,0,+,19.0,19M01,,1.0,,99V20,,99X50,,,,,,<1,N,swe
19730,#00D001973,T10S,0,+,19.0,19M01,,,,99V20,,99X50,50X55,,,,,<1,N,swe
19750,#00D001975,T10T,0,+,19.0,19M01,,,,99V20,,99X50,,,,,,<1,N,swe
19900,#00D001990,T15S,0,+,19.0,19M03,,,,99V20,,99X50,50X55,,,,,<1,N,swe
19950,#00D001995,T15S,0,+,19.0,19M03,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20000,#00D002000,T15T,0,+,19.0,19M03,,,,99V20,,99X50,,,,,,<1,N,swe
20020,#00D002002,T18S,0,+,19.0,19M06,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20030,#00D002003,T18S,0,+,19.0,19M06,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20050,#00D002005,T16S,0,+,19.0,19M04,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20060,#00D002006,T18T,0,+,19.0,19M06,,,,99V20,,99X50,,,,,,<1,N,swe
20100,#00D002010,T16S,0,+,19.0,19M04,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20110,#00D002011,T25S,0,+,19.0,19M08,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20120,#00D002012,T25S,0,+,19.0,19M08,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20150,#00D002015,T16T,0,+,19.0,19M04,,,,99V20,,99X50,,,,,,<1,N,swe
20160,#00D002016,T25T,0,+,19.0,19M08,,,,99V20,,99X50,,,,,,<1,N,swe
20180,#00D002018,T33S,0,+,19.0,19M10,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20190,#00D002019,T33S,0,+,19.0,19M10,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20200,#00D002020,T17S,0,+,19.0,19M05,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20220,#00D002022,T33T,0,+,19.0,19M10,,,,99V20,,99X50,,,,,,<1,N,swe
20226,#00D0020226,T40S,0,+,19.0,19M30,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20250,#00D002025,T17S,0,+,19.0,19M05,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20270,#00D002027,T40S,0,+,19.0,19M30,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20300,#00D002030,T17T,0,+,19.0,19M05,,,,99V20,,99X50,,,,,,<1,N,swe
20310,#00D002031,T40T,0,+,19.0,19M30,,,,99V20,,99X50,,,,,,<1,N,swe
20330,#00D002033,T41S,0,+,19.0,19M31,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20340,#00D002034,T41S,0,+,19.0,19M31,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20370,#00D002037,T41T,0,+,19.0,19M31,,,,99V20,,99X50,,,,,,<1,N,swe
20410,#00D002041,T47S,0,+,19.0,19M32,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20420,#00D002042,T47S,0,+,19.0,19M32,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20460,#00D002046,T47T,0,+,19.0,19M32,,,,99V20,,99X50,,,,,,<1,N,swe
20470,#00D002047,T60S,0,+,19.0,19M20,,1.0,,99V20,,99X50,19X01,,,,,<1,N,swe
20480,#00D002048,T60S,0,+,19.0,19M20,,,,99V20,,99X50,19X01,50X55,,,,<1,N,swe
20510,#00D002051,T60T,0,+,19.0,19M20,,,,99V20,,99X50,19X01,,,,,<1,N,swe
20520,#00D002052,T61S,0,+,19.0,19M20,,,,99V20,,99X50,50X55,,,,,<1,N,swe
20530,#00D002053,T61S,0,+,19.0,19M20,,1.0,,99V20,,99X50,,,,,,<1,N,swe
20540,#00D002054,T61T,0,+,19.0,19M20,,,,99V20,,99X50,,,,,,<1,N,swe
20580,#00D002058,T99U,0,+,23.0,23M04,,,,99V22,,99X50,19K99,,,,,<1,N,swe
20600,#00D002060,T99R,0,+,19.0,,,,,99V20,,99X50,,,,,,<1,N,swe
20660,#00D002066,T99R,0,+,23.0,23M04,,,,99V20,,99X50,19K99,,,,,<1,N,swe
20760,#00D002076,T99W,0,+,19.0,,,,,99V23,,99X50,,,,,,<1,N,swe
20800,#00D002080,M76R,0,,,,,,,11V03,,99X50,,,,,,<1,N,swe
20850,#00D002085,X36R,0,,,,,,,40V15,,99X50,,,,,,<1,N,swe
20900,#00D002090,X62R,0,,,,,,,40V21,,99X50,,,,,,<1,N,swe
21200,#00D002120,N99U,0,+,12.0,,,,,99V22,,99X50,,,,,,<1,N,swe
21250,#00D002125,N99U,0,+,23.0,23M04,,,,99V22,,99X50,12K99,,,,,<1,N,swe
21300,#00D002130,N40S,0,+,12.0,12M01,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
21350,#00D002135,N40S,0,+,12.0,12M01,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
21400,#00D002140,N40T,0,+,12.0,12M01,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
21450,#00D002145,N45R,0,+,12.0,12M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
21500,#00D002150,N50S,0,+,12.0,12M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
21550,#00D002155,N50S,0,+,12.0,12M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
21600,#00D002160,N50T,0,+,12.0,12M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
21630,#00D002163,N89R,0,+,12.0,,,,,40V20,,99X50,,,,,,<1,N,swe
21650,#00D002165,N99R,0,+,12.0,,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
21700,#00D002170,N99R,0,+,23.0,23M04,,,N,99V20,99V35,99X50,12K99,,,,,<1,N,swe
21750,#00D002175,N99W,0,+,12.0,,,,,99V23,99V35,99X50,,,,,,<1,N,swe
21800,#00D002180,X42R,0,,,,,,,40V13,,99X50,,,,,,<1,N,swe
21850,#00D002185,C80R,0,,,,,,,03V06,,99X50,,,,,,<1,N,swe
21900,#00D002190,E80R,0,,,,,,,05V06,,99X50,,,,,,<1,N,swe
21950,#00D002195,H83R,0,,,,,,,08V10,,99X50,,,,,,<1,N,swe
22000,#00D002200,H50R,0,+,8.0,08M01,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22050,#00D002205,H51S,0,+,8.0,08M02,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22100,#00D002210,H51S,0,+,8.0,08M02,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22150,#00D002215,H51T,0,+,8.0,08M02,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22200,#00D002220,H52S,0,+,8.0,08M03,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22250,#00D002225,H52S,0,+,8.0,08M03,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22300,#00D002230,H52T,0,+,8.0,08M03,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22350,#00D002235,H53S,0,+,8.0,08M04,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22400,#00D002240,H53S,0,+,8.0,08M04,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22450,#00D002245,H53T,0,+,8.0,08M04,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22500,#00D002250,H54S,0,+,8.0,08M05,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22550,#00D002255,H54S,0,+,8.0,08M05,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22600,#00D002260,H54T,0,+,8.0,08M05,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22650,#00D002265,H56S,0,+,8.0,08M20,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22700,#00D002270,H56S,0,+,8.0,08M20,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22750,#00D002275,H56T,0,+,8.0,08M20,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22800,#00D002280,H57S,0,+,8.0,08M21,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
22850,#00D002285,H57S,0,+,8.0,08M21,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
22900,#00D002290,H57T,0,+,8.0,08M21,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
22950,#00D002295,H58S,0,+,8.0,08M22,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23000,#00D002300,H58S,0,+,8.0,08M22,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23050,#00D002305,H58T,0,+,8.0,08M22,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23100,#00D002310,H55S,0,+,8.0,08M23,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23150,#00D002315,H55S,0,+,8.0,08M23,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23200,#00D002320,H55T,0,+,8.0,08M23,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23250,#00D002325,H59S,0,+,8.0,08M24,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23300,#00D002330,H59S,0,+,8.0,08M24,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23350,#00D002335,H59T,0,+,8.0,08M24,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23400,#00D002340,H60S,0,+,8.0,08M08,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23450,#00D002345,H60S,0,+,8.0,08M08,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23500,#00D002350,H60T,0,+,8.0,08M08,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23550,#00D002355,H61S,0,+,8.0,08M09,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23600,#00D002360,H61S,0,+,8.0,08M09,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23650,#00D002365,H61T,0,+,8.0,08M09,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23700,#00D002370,H62R,0,+,8.0,08M11,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23750,#00D002375,H63S,0,+,8.0,08M12,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23800,#00D002380,H63S,0,+,8.0,08M12,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
23850,#00D002385,H63T,0,+,8.0,08M12,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
23900,#00D002390,H64S,0,+,8.0,08M13,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
23950,#00D002395,H64S,0,+,8.0,08M13,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
24000,#00D002400,H64T,0,+,8.0,08M13,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
24050,#00D002405,H65S,0,+,8.0,08M14,,,N,99V20,99V35,99X50,50X55,,,,,<1,N,swe
24100,#00D002410,H65S,0,+,8.0,08M14,,1.0,N,99V20,99V35,99X50,,,,,,<1,N,swe
24150,#00D002415,H65T,0,+,8.0,08M14,,,N,99V20,99V35,99X50,,,,,,<1,N,swe
24200,#00D002420,H66S,0,+,8.0,08M15,,,N,99V20,99V35,99X50,50X55,,,>6574,,<1,N,swe
24250,#00D002425,H66S,0,+,8.0,08M15,,1.0,N,99V20,99V35,99X50,,,,>6574,,<1,N,swe
