code_plus,text_plus,ast,nat_ver
_P02CC,Tetrahydropyrimidine derivatives,,
_P02CE,Imidazothiazole derivatives,,
_P02CF,Avermectines,,
_P02CX,Other antinematodals,,
_P02DA,Salicylic acid derivatives,,
_P02DX,Other anticestodals,,
_P03AA,Sulfur containing products,,
_P03AB,Chlorine containing products,,
_P03AC,"Pyrethrines, incl. synthetic compounds",,
_P03AX,"Other ectoparasiticides, incl. scabicides",,
_P03BA,Pyrethrines,,
_P03BX,Other insecticides and repellents,,
_R01AA,"Sympathomimetics, plain",,
_R01AB,"Sympathomimetics, combinations excl. corticosteroids",,
_R01AC,"Antiallergic agents, excl. corticosteroids",,
_R01AD,Corticosteroids,,
_R01AX,Other nasal preparations,,
_R01BA,Sympathomimetics,,
_R02AA,Antiseptics,,
_R02AB,Antibiotics,,
_R02AD,"Anesthetics, local",,
_R03AA,Alpha- and beta-adrenoreceptor agonists,,
_R03AB,Non-selective beta-adrenoreceptor agonists,,
_R03AC,Selective beta-2-adrenoreceptor agonists,,
_R03AH,Combinations of adrenergics,,
_R03AK,Adrenergics and other drugs for obstructive airway diseases,,
_R03BA,Glucocorticoids,,
_R03BB,Anticholinergics,,
_R03BC,"Antiallergic agents, excl. corticosteroids",,
_R03BX,"Other drugs for obstructive airway diseases, inhalants",,
_R03CA,Alpha- and beta-adrenoreceptor agonists,,
_R03CB,Non-selective beta-adrenoreceptor agonists,,
_R03CC,Selective beta-2-adrenoreceptor agonists,,
_R03CK,Adrenergics and other drugs for obstructive airway diseases,,
_R03DA,Xanthines,,
_R03DB,Xanthines and adrenergics,,
_R03DC,Leukotriene receptor antagonists,,
_R03DX,Other systemic drugs for obstructive airway diseases,,
_R05CA,Expectorants,,
_R05CB,Mucolytics,,
_R05DA,Opium alkaloids and derivatives,,
_R05DB,Other cough suppressants,,
_R05FA,Opium derivatives and expectorants,,
_R05FB,Other cough suppressants and expectorants,,
_R06AA,Aminoalkyl ethers,,
_R06AB,Substituted alkylamines,,
_R06AC,Substituted ethylene diamines,,
_R06AD,Phenothiazine derivatives,,
_R06AE,Piperazine derivatives,,
_R06AK,Combinations of antihistamines,,
_R06AX,Other antihistamines for systemic use,,
_R07AA,Lung surfactants,,
_R07AB,Respiratory stimulants,,
_R07AX,Other respiratory system products,,
_S01AA,Antibiotics,,
_S01AB,Sulfonamides,,
_S01AD,Antivirals,,
_S01AX,Other antiinfectives,,
_S01BA,"Corticosteroids, plain",,
_S01BB,Corticosteroids and mydriatics in combination,,
_S01BC,"Antiinflammatory agents, non-steroids",,
_S01CA,Corticosteroids and antiinfectives in combination,,
_S01CB,Corticosteroids/antiinfectives/mydriatics in combination,,
_S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",,
_S01EA,Sympathomimetics in glaucoma therapy,,
_S01EB,Parasympathomimetics,,
_S01EC,Carbonic anhydrase inhibitors,,
_S01ED,Beta blocking agents,,
_S01EE,Prostaglandin analogues,,
_S01EX,Other antiglaucoma preparations,,
_S01FA,Anticholinergics,,
_S01FB,Sympathomimetics excl. antiglaucoma preparations,,
_S01GA,Sympathomimetics used as decongestants,,
_S01GX,Other antiallergics,,
_S01HA,Local anesthetics,,
_S01JA,Colouring agents,,
_S01JX,Other ophthalmological diagnostic agents,,
_S01KA,Viscoelastic substances,,
_S01KX,Other surgical aids,,
_S01XA,Other ophthalmologicals,,
_S02AA,Antiinfectives,,
_S02BA,Corticosteroids,,
_S02CA,Corticosteroids and antiinfectives in combination,,
_S02DA,Analgesics and anesthetics,,
_S02DC,Indifferent preparations,,
_S03AA,Antiinfectives,,
_S03BA,Corticosteroids,,
_S03CA,Corticosteroids and antiinfectives in combination,,
_V01AA,Allergen extracts,,
_V03AB,Antidotes,,
_V03AC,Iron chelating agents,,
_V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,,
_V03AF,Detoxifying agents for antineoplastic treatment,,
_V03AG,Drugs for treatment of hypercalcemia,,
_V03AH,Drugs for treatment of hypoglycemia,,
_V03AK,Tissue adhesives,,
_V03AM,Drugs for embolisation,,
_V03AN,Medical gases,,
_V03AX,Other therapeutic products,,
_V03AZ,Nerve depressants,,
_V04CA,Tests for diabetes,,
_V04CB,Tests for fat absorption,,
_V04CC,Tests for bile duct patency,,
_V04CD,Tests for pituitary function,,
_V04CE,Tests for liver functional capacity,,
_V04CF,Tuberculosis diagnostics,,
_V04CG,Tests for gastric secretion,,
_V04CH,Tests for renal function,,
_V04CJ,Tests for thyreoidea function,,
_V04CK,Tests for pancreatic function,,
_V04CL,Tests for allergic diseases,,
_V04CM,Tests for fertility disturbances,,
_V04CX,Other diagnostic agents,,
_V06AA,Low-energy diets,,
_V06CA,Nutrients without phenylalanine,,
_V06DA,"Carbohydrates/proteins/minerals/vitamins, combinations",,
_V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",,
_V06DC,Carbohydrates,,
_V06DD,"Amino acids, incl. combinations with polypeptides",,
_V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations",,
_V06DF,Milk substitutes,,
_V06DX,Other combinations of nutrients,,
_V07AA,Plasters,,
_V07AB,"Solvents and diluting agents, incl. irrigating solutions",,
_V07AC,"Blood transfusion, auxiliary products",,
_V07AD,"Blood tests, auxiliary products",,
_V07AN,Incontinence equipment,,
_V07AR,"Sensitivity tests, discs and tablets",,
_V07AS,Stomi equipment,,
_V07AT,Cosmetics,,
_V07AV,Technical disinfectants,,
_V07AX,Washing agents etc.,,
_V07AY,Other non-therapeutic auxiliary products,,
_V07AZ,Chemicals and reagents for analysis,,
_V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",,
_V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",,
_V08AC,"Watersoluble, hepatotropic X-ray contrast media",,
_V08AD,Non-watersoluble X-ray contrast media,,
_V08BA,Barium sulfate containing X-ray contrast media,,
_V08CA,Paramagnetic contrast media,,
_V08CB,Superparamagnetic contrast media,,
_V08CX,Other magnetic resonance imaging contrast media,,
_V08DA,Ultrasound contrast media,,
_V09AA,Technetium (99mTc) compounds,,
_V09AB,Iodine (123I) compounds,,
_V09AX,Other central nervous system diagnostic radiopharmaceuticals,,
_V09BA,Technetium (99mTc) compounds,,
_V09CA,Technetium (99mTc) compounds,,
_V09CX,Other renal system diagnostic radiopharmaceuticals,,
_V09DA,Technetium (99mTc) compounds,,
_V09DB,"Technetium (99mTc), particles and colloids",,
_V09DX,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,,
_V09EA,"Technetium (99mTc), inhalants",,
_V09EB,"Technetium (99mTc), particles for injection",,
_V09EX,Other respiratory system diagnostic radiopharmaceuticals,,
_V09FX,Various thyroid diagnostic radiopharmaceuticals,,
_V09GA,Technetium (99mTc) compounds,,
_V09GB,Iodine (125I) compounds,,
_V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,,
_V09HA,Technetium (99mTc) compounds,,
_V09HB,Indium (111In) compounds,,
_V09HX,Other diagnostic radiopharmaceuticals for inflammation and infection detection,,
_V09IA,Technetium (99mTc) compounds,,
_V09IB,Indium (111In) compounds,,
_V09IX,Other diagnostic radiopharmaceuticals for tumour detection,,
_V09XA,Iodine (131I) compounds,,
_V09XX,Various diagnostic radiopharmaceuticals,,
_V10AA,Yttrium (90Y) compounds,,
_V10AX,Other antiinflammatory therapeutic radiopharmaceuticals,,
_V10BX,Various pain palliation radiopharmaceuticals,,
_V10XA, Iodine (131I) compounds,,
_V10XX,Various therapeutic radiopharmaceuticals,,
+A3290,Communicating - recieving messages independently,N,est/swe/ice/den/fin
+A3291,Communicating - recieving messages modified independently,N,est/swe/ice/den/fin
+A3292,Communicating - recieving messages with mild to moderate dependen,N,est/swe/ice/den/fin
+A3293,Communicating - recieving messages with severe dependency,N,est/swe/ice/den/fin
+A3294,Communication - recieving messages with total dependency,N,est/swe/ice/den/fin
+A3490,Communicating - producing messages independently,N,est/swe/ice/den/fin
+A3491,Communicating - producing messages modified independently,N,est/swe/ice/den/fin
+A3492,Communicating - producing messages with mild to moderate dependen,N,est/swe/ice/den/fin
+A3493,Communicating - producing messages with severe dependency,N,est/swe/ice/den/fin
+A3494,Communicating - producing messages with total dependency,N,est/swe/ice/den/fin
+A41A0,Lay down independently,N,swe/den
+A41A1,Lay down modified independently,N,swe/den
+A41A2,Lay down with mild to moderate dependency,N,swe/den
+A41A3,Lay down with severe dependency,N,swe/den
+A41A4,Lay down with  total dependency,N,swe/den
+A41D0,Sitting independently,N,swe/den
+A41D1,Sitting modified independently,N,swe/den
+A41D2,Sitting with mild to moderate dependency,N,swe/den
+A41D3,Sitting with severe dependency,N,swe/den
+A41D4,Sitting with total dependency,N,swe/den
+A4200,Transferring oneself indipendently,N,est/ice/den/fin
+A4201,Transferring oneself modified independently,N,est/ice/den/fin
+A4202,Transferring oneself with mild to moderate dependency,N,est/ice/den/fin
+A4203,Transferring oneself with severe dependency,N,est/ice/den/fin
+A4204,Transferring oneself with total dependency,N,est/ice/den/fin
+A4400,"Fine motor skills of hand, no activity limitation",N,swe/den
+A4401,"Fine motor skills of hand, slight activity limitation",N,swe/den
+A4402,"Fine motor skills of hand, moderate activity limitation",N,swe/den
+A4403,"Fine motor skills of hand, severe activity limitation",N,swe/den
+A4404,"Fine motor skills of hand, total activity limitation",N,swe/den
+A4500,Walking independently,N,est/ice/den/fin
+A4501,Walking modified independently,N,est/ice/den/fin
+A4502,Walking with mild to moderate dependency,N,est/ice/den/fin
+A4503,Walking with severe dependency,N,est/ice/den/fin
+A4504,Walking with total dependency,N,est/ice/den/fin
+A45A0,Walking short distance independently,N,swe/den
+A45A1,Walking short distance modified independently,N,swe/den
+A45A2,Walking short distance with moderate dependency,N,swe/den
+A45A3,Walking short distance with severe dependency,N,swe/den
+A45A4,Walking short distance with total dependency,N,swe/den
+A4650,Moving around using equipment independently,N,est/swe/ice/den/fin
+A4651,Moving around using equipment modified independently,N,est/swe/ice/den/fin
+A4652,Moving around using equipment with mild to moderate dependency,N,est/swe/ice/den/fin
+A4653,Moving around using equipment with severe dependency,N,est/swe/ice/den/fin
+A4654,Moving around using equipment with total dependency,N,est/swe/ice/den/fin
+A5100,Wash oneself independently,N,swe/den
+A5101,Wash oneself modified independently,N,swe/den
+A5102,Wash oneself with mild to moderate dependency,N,swe/den
+A5103,Wash oneself with severe dependency,N,swe/den
+A5104,Wash oneself with total dependency,N,swe/den
+A5200,Caring for body parts indipendently,N,est/swe/ice/den/fin
+A5201,Caring for body parts modified independently,N,est/swe/ice/den/fin
+A5202,Caring for body parts with mild to moderate dependency,N,est/swe/ice/den/fin
+A5203,Caring for body parts with severe dependency,N,est/swe/ice/den/fin
+A5204,Caring for body parts with total dependency,N,est/swe/ice/den/fin
+A5250,Defecation functions without impairment,N,est/ice/den/fin
+A5251,Defecation functions with mild impairment,N,est/ice/den/fin
+A5252,Defecation functions with moderate impairment,N,est/ice/den/fin
+A5253,Defecation functions with severe impairment,N,est/ice/den/fin
+A5254,Defecation functions with complete impairment,N,est/ice/den/fin
+A5300,Toileting indipendently,N,est/ice/den/fin
+A5301,Toileting modified independently,N,est/ice/den/fin
+A5302,Toileting with mild to moderate dependency,N,est/ice/den/fin
+A5303,Toileting with severe dependency,N,est/ice/den/fin
+A5304,Toileting with total dependency,N,est/ice/den/fin
+A53A0,Controll of urination independently,N,swe/den
+A53A1,Controll of urination modified independently,N,swe/den
+A53A2,Controll of urination with mild to moderate dependency,N,swe/den
+A53A3,Controll of urination with severe dependency,N,swe/den
+A53A4,Controll of urination with total dependency,N,swe/den
+A53B0,Controll of defecation independently,N,swe/den
+A53B1,Controll of defecation modified independently,N,swe/den
+A53B2,Controll of defecation with moderate dependency,N,swe/den
+A53B3,Controll of defecation with severe dependency,N,swe/den
+A53B4,Controll of defecation with total dependency,N,swe/den
+A5400,Putting on clothes independently,N,est/swe/ice/den/fin
+A5401,Putting on clothes modified independently,N,est/swe/ice/den/fin
+A5402,Putting on clothes with mild to moderate dependency,N,est/swe/ice/den/fin
+A5403,Putting on clothes with severe dependency,N,est/swe/ice/den/fin
+A5404,Putting on clothes with total dependency,N,est/swe/ice/den/fin
+A5500,Eating independently,N,est/swe/ice/den/fin
+A5501,Eating with modified independency,N,est/swe/ice/den/fin
+A5502,Eating with mild to moderate dependency,N,est/swe/ice/den/fin
+A5503,Eating with severe dependency,N,est/swe/ice/den/fin
+A5504,Eating with total dependency,N,est/swe/ice/den/fin
+A5600,Drinking independently,N,swe/den
+A5601,Drinking with modified independency,N,swe/den
+A5602,Drinking with mild to moderate dependency,N,swe/den
+A5603,Drinking with severe dependency,N,swe/den
+A5604,Drinking with total dependency,N,swe/den
+B1140,Orientation independently,N,swe/den
+B1141,Orientation modified independently,N,swe/den
+B1142,Orientation with moderate dependency,N,swe/den
+B1143,Orientation with severe dependency,N,swe/den
+B1144,Orientation with total dependency,N,swe/den
+B1440,"Memory, no activity limitation",N,swe/den
+B1441,"Memory, mild activity limitation",N,swe/den
+B1442,"Memory, moderate activity limitation",N,swe/den
+B1443,"Memory, severe activity limitation",N,swe/den
+B1444,"Memory, total activity limitation",N,swe/den
+B1640,"Higher cognitive functions, no activity limitation",N,swe/den
+B1641,"Higher cognitive functions, mild activity limitation",N,swe/den
+B1642,"Higher cognitive functions, moderate activity limitation",N,swe/den
+B1643,"Higher cognitive functions, severe activity limitation",N,swe/den
+B1644,"Higher cognitive functions, total activity limitation",N,swe/den
+B6200,Urination independently,N,den
+B6201,Urination with modified independency,N,den
+B6202,Urination with mild to moderate dependency,N,den
+B6203,Urination with severe dependency,N,den
+B6204,Urination with total dependency,N,den
+P7100,"Basic interpersonal interactions, no activity limitation",N,swe/den
+P7101,"Basic interpersonal interactions, mild activity limitation",N,swe/den
+P7102,"Basic interpersonal interactions, moderate activity limitation",N,swe/den
+P7103,"Basic interpersonal interactions, severe activity limitation",N,swe/den
+P7104,"Basic interpersonal interactions, total activity limitation",N,swe/den
+P7990,Interpersonal interactions and relationships independently,N,est/ice/den/fin
+P7991,Interpersonal interactions and relationships modified independent,N,est/ice/den/fin
+P7992,Interpersonal interactions and relationships with mild to moderat,N,est/ice/den/fin
+P7993,Interpersonal interactions and relationships with severe dependen,N,est/ice/den/fin
+P7994,Interpersonal interactions or relationships with total dependency,N,est/ice/den/fin
A0000,"Cholera due to Vibrio cholerae 01, biovar cholerae",,est/swe/lat/ice/den/fin/nor
A0010,"Cholera due to Vibrio cholerae 01, biovar eltor",,est/swe/lat/ice/den/fin/nor
A0090,"Cholera, unspecified",,est/swe/lat/ice/den/fin/nor
A0100,Typhoid fever,,est/swe/lat/ice/den/fin/nor
A0110,Paratyphoid fever A,,est/swe/lat/ice/den/fin/nor
A0120,Paratyphoid fever B,,est/swe/lat/ice/den/fin/nor
A0130,Paratyphoid fever C,,est/swe/lat/ice/den/fin/nor
A0140,"Paratyphoid fever, unspecified",,est/swe/lat/ice/den/fin/nor
A01AA,Caries prophylactic agents,,est/swe/lat/ice/den/fin/nor
A01AA01,Sodium fluoride,,fin/swe
A01AA02,Sodium monofluorophosphate,,fin/swe
A01AA03,Olaflur,,fin/swe
A01AA04,Stannous fluoride,,fin/swe
A01AA30,Combinations,,fin/swe
A01AA51,"Sodium fluoride, combinations",,fin/swe
A01AB,Antiinfectives and antiseptics for local oral treatment,,est/swe/lat/ice/den/fin/nor
A01AB02,Hydrogen peroxide,,fin/swe
A01AB03,Chlorhexidine,,fin/swe
A01AB04,Amphotericin B,,fin/swe
A01AB05,Polynoxylin,,fin/swe
A01AB06,Domiphen,,fin/swe
A01AB07,Oxyquinoline,,fin/swe
A01AB08,Neomycin,,fin/swe
A01AB09,Miconazole,,fin/swe
A01AB10,Natamycin,,fin/swe
A01AB11,Various,,fin/swe
A01AB12,Hexetidine,,fin/swe
A01AB13,Tetracycline,,fin/swe
A01AB14,Benzoxonium chloride,,fin/swe
A01AB15,Tibezonium iodide,,fin/swe
A01AB16,Mepartricin,,fin/swe
A01AB17,Metronidazole,,fin/swe
A01AB18,Clotrimazole,,fin/swe
A01AB19,Sodium perborate,,fin/swe
A01AB21,Chlortetracycline,,fin/swe
A01AB22,Doxycycline,,fin/swe
A01AB23,Minocycline,,fin/swe
A01AC,Corticosteroids for local oral treatment,,est/swe/lat/ice/den/fin/nor
A01AC01,Triamcinolone,,fin/swe
A01AC02,Dexamethasone,,fin/swe
A01AC03,Hydrocortisone,,fin/swe
A01AC54,"Prednisolone, combinations",,fin/swe
A01AD,Other agents for local oral treatment,,est/swe/lat/ice/den/fin/nor
A01AD01,Epinephrine,,fin/swe
A01AD02,Benzydamine,,fin/swe
A01AD05,Acetylsalicylic acid,,fin/swe
A01AD06,Adrenalone,,fin/swe
A01AD07,Amlexanox,,fin/swe
A01AD08,Becaplermin,,swe
A01AD11,Various,,fin/swe
A0200,Salmonella enteritis,,est/swe/lat/ice/den/fin/nor
A0210,Salmonella septicaemia,,est/swe/lat/ice/den/fin/nor
A0220,Localized salmonella infections,,est/swe/lat/ice/den/fin/nor
A0280,Other specified salmonella infections,,est/swe/lat/ice/den/fin/nor
A0290,"Salmonella infection, unspecified",,est/swe/lat/ice/den/fin/nor
A02AA,Magnesium compounds,,est/swe/lat/ice/den/fin/nor
A02AA01,Magnesium carbonate,,fin/swe
A02AA02,Magnesium oxide,,fin/swe
A02AA03,Magnesium peroxide,,fin/swe
A02AA04,Magnesium hydroxide,,fin/swe
A02AA05,Magnesium silicate,,fin/swe
A02AA10,Combinations,,fin/swe
A02AB,Aluminium compounds,,est/swe/lat/ice/den/fin/nor
A02AB01,Aluminium hydroxide,,fin/swe
A02AB02,Algeldrate,,fin/swe
A02AB03,Aluminium phosphate,,fin/swe
A02AB04,Dihydroxialumini sodium carbonate,,fin/swe
A02AB05,Aluminium acetoacetate,,fin/swe
A02AB06,Aloglutamol,,fin/swe
A02AB07,Aluminium glycinate,,fin/swe
A02AB10,Combinations,,fin/swe
A02AC,Calcium compounds,,est/swe/lat/ice/den/fin/nor
A02AC01,Calcium carbonate,,fin/swe
A02AC02,Calcium silicate,,fin/swe
A02AC10,Combinations,,fin/swe
A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds",,est/swe/lat/ice/den/fin/nor
A02AD01,Ordinary salt combinations,,fin/swe
A02AD02,Magaldrate,,fin/swe
A02AD03,Almagate,,fin/swe
A02AD04,Hydrotalcite,,fin/swe
A02AD05,Almasilate,,fin/swe
A02AF,Antacids with antiflatulents,,est/swe/lat/ice/den/fin/nor
A02AF01,Magaldrate and antiflatulents,,fin/swe
A02AF02,Ordinary salt combinations and antiflatulents,,fin/swe
A02AG,Antacids with antispasmodics,,est/swe/lat/ice/den/fin/nor
A02AH,Antacids with sodium bicarbonate,,est/swe/lat/ice/den/fin/nor
A02AX,"Antacids, other combinations",,est/swe/lat/ice/den/fin/nor
A02BA,H2-receptor antagonists,,est/swe/lat/ice/den/fin/nor
A02BA01,Cimetidine,,fin/swe
A02BA02,Ranitidine,,fin/swe
A02BA03,Famotidine,,fin/swe
A02BA04,Nizatidine,,fin/swe
A02BA05,Niperotidine,,fin/swe
A02BA06,Roxatidine,,fin/swe
