vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,01C06,"Spinal injury, level undefined",S1400,,Concussion and oedema of cervical spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S1410,,Other and unspecified injuries of cervical spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S1700,,Crushing injury of larynx and trachea,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S1780,,Crushing injury of other parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S1790,,"Crushing injury of neck, part unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2200,,Fracture of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2210,,Multiple fractures of thoracic spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2310,,Dislocation of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2330,,Sprain and strain of thoracic spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2400,,Concussion and oedema of thoracic spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S2410,,Other and unspecified injuries of thoracic spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3200,,Fracture of lumbar vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3270,,Multiple fractures of lumbar spine and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3280,,Fracture of other and unspecified parts of lumbar spine and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3310,,Dislocation of lumbar vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3410,,Other injury of lumbar spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3970,,"Other multiple injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3980,,"Other specified injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S3990,,"Unspecified injury of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0200,,Fractures involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0210,,Fractures involving thorax with lower back and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0290,,"Multiple fractures, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0310,,"Dislocations, sprains and strains involving thorax with lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0400,,Crushing injuries involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0410,,"Crushing injuries involving thorax with abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0470,,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0480,,Crushing injuries involving other combinations of body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0490,,"Multiple crushing injuries, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0610,,Injuries of nerves and spinal cord involving other multiple body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0800,,"Fracture of spine, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0930,,"Injury of spinal cord, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0980,,"Other specified injuries of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T0990,,"Unspecified injury of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T1420,,Fracture of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T7980,,Other early complications of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T7990,,Unspecified early complication of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T9110,,Sequelae of fracture of spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T9130,,Sequelae of injury of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7000,,Malignant neoplasm of cerebral meninges,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7090,,"Malignant neoplasm of meninges, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7100,,"Malignant neoplasm of cerebrum, except lobes and ventricles",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7110,,Malignant neoplasm of frontal lobe,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7120,,Malignant neoplasm of temporal lobe,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7130,,Malignant neoplasm of parietal lobe,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7140,,Malignant neoplasm of occipital lobe,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7150,,Malignant neoplasm of cerebral ventricle,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7160,,Malignant neoplasm of cerebellum,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7170,,Malignant neoplasm of brain stem,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7180,,Malignant neoplasm of overlapping lesion of brain,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7190,,"Malignant neoplasm of brain, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7220,,Malignant neoplasm of olfactory nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7230,,Malignant neoplasm of optic nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7240,,Malignant neoplasm of acoustic nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7250,,Malignant neoplasm of other and unspecified cranial nerves,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7280,,Malignant neoplasm of overlapping lesion of brain and other parts of central nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7290,,"Malignant neoplasm of central nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4300,,"Neoplasm of uncertain or unknown behaviour of brain, supratentorial",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4310,,"Neoplasm of uncertain or unknown behaviour of brain, infratentorial",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4320,,"Neoplasm of uncertain or unknown behaviour of brain, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4340,,Neoplasm of uncertain or unknown behaviour of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4370,,Neoplasm of uncertain or unknown behaviour of other parts of central nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,D4390,,"Neoplasm of uncertain or unknown behaviour of central nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4570,,Malignant neoplasm of mesothelioma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4700,,"Malignant neoplasm of peripheral nerves of head, face and neck",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4710,,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4720,,"Malignant neoplasm of peripheral nerves of lower limb, including hip",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4730,,Malignant neoplasm of peripheral nerves of thorax,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4740,,Malignant neoplasm of peripheral nerves of abdomen,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4750,,Malignant neoplasm of peripheral nerves of pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4760,,"Malignant neoplasm of peripheral nerves of trunk, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4780,,Malignant neoplasm of overlapping lesion of peripheral nerves and autonomic nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C4790,,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7000,,Malignant neoplasm of cerebral meninges,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7010,,Malignant neoplasm of spinal meninges,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7090,,"Malignant neoplasm of meninges, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7200,,Malignant neoplasm of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7210,,Malignant neoplasm of cauda equina,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7220,,Malignant neoplasm of olfactory nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7230,,Malignant neoplasm of optic nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7240,,Malignant neoplasm of acoustic nerve,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7250,,Malignant neoplasm of other and unspecified cranial nerves,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7280,,Malignant neoplasm of overlapping lesion of brain and other parts of central nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C08,Malignacy of nervous system,C7290,,"Malignant neoplasm of central nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G3110,,"Senile degeneration of brain, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G3120,,Degeneration of nervous system due to alcohol,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G3190,,"Degenerative disease of nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G3280,,Other specified degenerative disorders of nervous system in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9100,,Communicating hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9110,,Obstructive hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9120,,Normal-pressure hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9130,,"Post-traumatic hydrocephalus, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9180,,Other hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9190,,"Hydrocephalus, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9400,,Hydrocephalus in infectious and parasitic diseases classified elsewhere (A00–B99+),,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9410,,Hydrocephalus in neoplastic disease (C00–D48+),,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,G9420,,Hydrocephalus in other diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0100,,Frontal encephalocele,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0110,,Nasofrontal encephalocele,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0120,,Occipital encephalocele,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0180,,Encephalocele of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0190,,"Encephalocele, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0300,,Malformations of aqueduct of Sylvius,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0310,,Atresia of foramina of Magendie and Luschka,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0380,,Other congenital hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q038A,,Hydrolethalus syndrome,,fin
COMPLEX,01C11,Complicated hydrocephalus,Q0390,,"Congenital hydrocephalus, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0400,,Congenital malformations of corpus callosum,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0410,,Arhinencephaly,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0420,,Holoprosencephaly,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0430,,Other reduction deformities of brain,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0450,,Megalencephaly,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0460,,Congenital cerebral cysts,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0480,,Other specified congenital malformations of brain,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0490,,"Congenital malformation of brain, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0500,,Cervical spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0510,,Thoracic spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0520,,Lumbar spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0530,,Sacral spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0540,,Unspecified spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0600,,Amyelia,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0610,,Hypoplasia and dysplasia of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0620,,Diastematomyelia,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0630,,Other congenital cauda equina malformations,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0640,,Hydromyelia,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0680,,Other specified congenital malformations of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0690,,"Congenital malformation of spinal cord, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0700,,Arnold-Chiari syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0780,,Other specified congenital malformations of nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C11,Complicated hydrocephalus,Q0790,,"Congenital malformation of nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8000,,"Acute paralytic poliomyelitis, vaccine-associated",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8010,,"Acute paralytic poliomyelitis, wild virus, imported",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8020,,"Acute paralytic poliomyelitis, wild virus, indigenous",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8030,,"Acute paralytic poliomyelitis, other and unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8040,,Acute nonparalytic poliomyelitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8090,,"Acute poliomyelitis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8200,,Sylvatic rabies,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8210,,Urban rabies,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,A8360,,Rocio virus disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,E1040,,Insulin-dependent diabetes mellitus  with neurological complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,E1070,,Insulin-dependent diabetes mellitus with multiple complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C12,Spinal level dysfunction,E1080,,Insulin-dependent diabetes mellitus with unspecified complications,,est/swe/lat/ice/den/fin/nor
