code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
A07AA12,Fidaxomicin,OR,0,0,True,,fin/swe
A07AA13,Rifamycin,OR,0,0,True,,fin/swe
A07AA51,"Neomycin, combinations",OR,0,0,True,,fin/swe
A07AA54,"Streptomycin, combinations",OR,0,0,True,,fin/swe
A07AB,Sulfonamides,OR,0,0,True,,est/lat/swe/den
A07AB02,Phthalylsulfathiazole,OR,0,0,True,,fin/swe
A07AB03,Sulfaguanidine,OR,0,0,True,,fin/swe
A07AB04,Succinylsulfathiazole,OR,0,0,True,,fin/swe
A07AC,Imidazole derivatives,OR,0,0,True,,est/lat/swe/den
A07AC01,Miconazole,OR,0,0,True,,fin/swe
A07AX,Other intestinal antiinfectives,OR,0,0,True,,est/lat/swe/den
A07AX01,Broxyquinoline,OR,0,0,True,,fin/swe
A07AX02,Acetarsol,OR,0,0,True,,fin/swe
A07AX03,Nifuroxazide,OR,0,0,True,,fin/swe
A07AX04,Nifurzide,OR,0,0,True,,fin/swe
A07BA,Charcoal preparations,OR,0,0,True,,est/lat/swe/den
A07BA01,Medicinal charcoal,OR,0,0,True,,fin/swe
A07BA51,"Medicinal charcoal, combinations",OR,0,0,True,,fin/swe
A07BB,Bismuth preparations,OR,0,0,True,,est/lat/swe/den
A07BC,Other intestinal adsorbents,OR,0,0,True,,est/lat/swe/den
A07BC01,Pectin,OR,0,0,True,,fin/swe
A07BC02,Kaolin,OR,0,0,True,,fin/swe
A07BC03,Crospovidone,OR,0,0,True,,fin/swe
A07BC04,Attapulgite,OR,0,0,True,,fin/swe
A07BC05,Diosmectite,OR,0,0,True,,fin/swe
A07BC30,Combinations,OR,0,0,True,,fin/swe
A07BC54,"Attapulgite, combinations",OR,0,0,True,,fin/swe
A07CA,Oral rehydration salt formulations,OR,0,0,True,,est/lat/swe/den
A07DA,Antipropulsives,OR,0,0,True,,est/lat/swe/den
A07DA01,Diphenoxylate,OR,0,0,True,,fin/swe
A07DA02,Opium,OR,0,0,True,,fin/swe
A07DA03,Loperamide,OR,0,0,True,,fin/swe
A07DA04,Difenoxin,OR,0,0,True,,fin/swe
A07DA05,Loperamide oxide,OR,0,0,True,,fin/swe
A07DA06,Eluxadoline,OR,0,0,True,,fin/swe
A07DA52,"Morphine, combinations",OR,0,0,True,,fin/swe
A07DA53,"Loperamide, combinations",OR,0,0,True,,fin/swe
A07EA,Corticosteroids acting locally,OR,0,0,True,,est/lat/swe/den
A07EA01,Prednisolone,OR,0,0,True,,fin/swe
A07EA02,Hydrocortisone,OR,0,0,True,,fin/swe
A07EA03,Prednisone,OR,0,0,True,,fin/swe
A07EA04,Betamethasone,OR,0,0,True,,fin/swe
A07EA05,Tixocortol,OR,0,0,True,,fin/swe
A07EA06,Budesonide,OR,0,0,True,,fin/swe
A07EA07,Beclometasone,OR,0,0,True,,fin/swe
A07EB,"Antiallergic agents, excl. corticosteroids",OR,0,0,True,,est/lat/swe/den
A07EB01,Cromoglicic acid,OR,0,0,True,,fin/swe
A07EC,Aminosalicylic acid and similar agents,OR,0,0,True,,est/lat/swe/den
A07EC01,Sulfasalazine,OR,0,0,True,,fin/swe
A07EC02,Mesalazine,OR,0,0,True,,fin/swe
A07EC03,Olsalazine,OR,0,0,True,,fin/swe
A07EC04,Balsalazide,OR,0,0,True,,fin/swe
A07FA,Antidiarrheal microorganisms,OR,0,0,True,,est/lat/swe/den
A07FA01,Lactic acid producing organisms,OR,0,0,True,,fin/swe
A07FA02,Saccharomyces boulardii,OR,0,0,True,,fin/swe
A07FA51,"Lactic acid producing organisms, combinations",OR,0,0,True,,fin/swe
A07XA,Other antidiarrheals,OR,0,0,True,,est/lat/swe/den
A07XA01,Albumin tannate,OR,0,0,True,,fin/swe
A07XA02,Ceratonia,OR,0,0,True,,fin/swe
A07XA03,Calcium compounds,OR,0,0,True,,fin/swe
A07XA04,Racecadotril,OR,0,0,True,,fin/swe
A07XA06,Crofelemer,OR,0,0,True,,fin/swe
A07XA51,"Albumin tannate, combinations",OR,0,0,True,,fin/swe
A08AA,Centrally acting antiobesity products,OR,0,0,True,,est/lat/swe/den
A08AA01,Phentermine,OR,0,0,True,,fin/swe
A08AA02,Fenfluramine,OR,0,0,True,,fin/swe
A08AA03,Amfepramone,OR,0,0,True,,fin/swe
A08AA04,Dexfenfluramine,OR,0,0,True,,fin/swe
A08AA05,Mazindol,OR,0,0,True,,fin/swe
A08AA06,Etilamfetamine,OR,0,0,True,,fin/swe
A08AA07,Cathine,OR,0,0,True,,fin/swe
A08AA08,Clobenzorex,OR,0,0,True,,fin/swe
A08AA09,Mefenorex,OR,0,0,True,,fin/swe
A08AA10,Sibutramine,OR,0,0,True,,fin/swe
A08AA11,Lorcaserin,OR,0,0,True,,fin/swe
A08AA12,Setmelanotide,OR,0,0,True,,fin/swe
A08AA56,"Ephedrine, combinations",OR,0,0,True,,fin/swe
A08AA62,Bupropion and naltrexone,OR,0,0,True,,fin/swe
A08AB,Peripherally acting antiobesity products,OR,0,0,True,,est/lat/swe/den
A08AB01,Orlistat,OR,0,0,True,,fin/swe
A08AX01,Rimonabant,OR,0,0,True,,fin/swe
A09AA,Enzyme preparations,OR,0,0,True,,est/lat/swe/den
A09AA01,Diastase,OR,0,0,True,,fin/swe
A09AA02,"Multienzymes (lipase, protease etc.)",OR,0,0,True,,fin/swe
A09AA03,Pepsin,OR,0,0,True,,fin/swe
A09AA04,Tilactase,OR,0,0,True,,fin/swe
A09AB,Acid preparations,OR,0,0,True,,est/lat/swe/den
A09AB01,Glutamic acid hydrochloride,OR,0,0,True,,fin/swe
A09AB02,Betaine hydrochloride,OR,0,0,True,,fin/swe
A09AB03,Hydrochloric acid,OR,0,0,True,,fin/swe
A09AB04,Citric acid,OR,0,0,True,,fin/swe
A09AC,"Enzyme and acid preparations, combinations",OR,0,0,True,,est/lat/swe/den
A09AC01,Pepsin and acid preparations,OR,0,0,True,,fin/swe
A09AC02,Multienzymes and acid preparations,OR,0,0,True,,fin/swe
A10AB,"Insulins and analogues, fast-acting",OR,0,0,True,,est/lat/swe/den
A10AB01,Insulin (human),OR,0,0,True,,fin/swe
A10AB02,Insulin (beef),OR,0,0,True,,fin/swe
A10AB03,Insulin (pork),OR,0,0,True,,fin/swe
A10AB04,Insulin lispro,OR,0,0,True,,fin/swe
A10AB05,Insulin aspart,OR,0,0,True,,fin/swe
A10AB06,Insulin glulisine,OR,0,0,True,,fin/swe
A10AB30,Combinations,OR,0,0,True,,fin/swe
A10AC,"Insulins and analogues, intermediate-acting",OR,0,0,True,,est/lat/swe/den
A10AC01,Insulin (human),OR,0,0,True,,fin/swe
A10AC02,Insulin (beef),OR,0,0,True,,fin/swe
A10AC03,Insulin (pork),OR,0,0,True,,fin/swe
A10AC04,Insulin lispro,OR,0,0,True,,fin/swe
A10AC30,Combinations,OR,0,0,True,,fin/swe
A10AD,"Insulins and analogues, intermediate-acting combined with fast-acting",OR,0,0,True,,est/lat/swe/den
A10AD01,Insulin (human),OR,0,0,True,,fin/swe
A10AD02,Insulin (beef),OR,0,0,True,,fin/swe
A10AD03,Insulin (pork),OR,0,0,True,,fin/swe
A10AD04,Insulin lispro,OR,0,0,True,,fin/swe
A10AD05,Insulin aspart,OR,0,0,True,,fin/swe
A10AD06,Insulin degludec and insulin aspart,OR,0,0,True,,fin/swe
A10AD30,Combinations,OR,0,0,True,,fin/swe
A10AE,"Insulins and analogues, long-acting",OR,0,0,True,,est/lat/swe/den
A10AE01,Insulin (human),OR,0,0,True,,fin/swe
A10AE02,Insulin (beef),OR,0,0,True,,fin/swe
A10AE03,Insulin (pork),OR,0,0,True,,fin/swe
A10AE04,Insulin glargine,OR,0,0,True,,fin/swe
A10AE05,Insulin detemir,OR,0,0,True,,fin/swe
A10AE06,Insulin degludec,OR,0,0,True,,fin/swe
A10AE30,Combinations,OR,0,0,True,,fin/swe
A10AE54,Insulin glargine and lixisenatide,OR,0,0,True,,fin/swe
A10AE56,Insulin degludec and liraglutide,OR,0,0,True,,fin/swe
A10AF01,Insulin (human),OR,0,0,True,,fin/swe
A10BA,Biguanides,OR,0,0,True,,est/lat/swe/den
A10BA01,Phenformin,OR,0,0,True,,fin/swe
A10BA02,Metformin,OR,0,0,True,,fin/swe
A10BA03,Buformin,OR,0,0,True,,fin/swe
A10BB,"Sulfonamides, urea derivatives",OR,0,0,True,,est/lat/swe/den
A10BB01,Glibenclamide,OR,0,0,True,,fin/swe
A10BB02,Chlorpropamide,OR,0,0,True,,fin/swe
A10BB03,Tolbutamide,OR,0,0,True,,fin/swe
A10BB04,Glibornuride,OR,0,0,True,,fin/swe
A10BB05,Tolazamide,OR,0,0,True,,fin/swe
A10BB06,Carbutamide,OR,0,0,True,,fin/swe
A10BB07,Glipizide,OR,0,0,True,,fin/swe
A10BB08,Gliquidone,OR,0,0,True,,fin/swe
A10BB09,Gliclazide,OR,0,0,True,,fin/swe
A10BB10,Metahexamide,OR,0,0,True,,fin/swe
A10BB11,Glisoxepide,OR,0,0,True,,fin/swe
A10BB12,Glimepiride,OR,0,0,True,,fin/swe
A10BB31,Acetohexamide,OR,0,0,True,,fin/swe
A10BC,Sulfonamides (heterocyclic),OR,0,0,True,,est/lat/swe/den
A10BC01,Glymidine,OR,0,0,True,,fin/swe
A10BD,Combinations of oral blood glucose lowering drugs,OR,0,0,True,,est/lat/swe/den
A10BD01,Phenformin and sulfonylureas,OR,0,0,True,,fin/swe
A10BD02,Metformin and sulfonylureas,OR,0,0,True,,fin/swe
A10BD03,Metformin and rosiglitazone,OR,0,0,True,,fin/swe
A10BD04,Glimepiride and rosiglitazone,OR,0,0,True,,fin/swe
A10BD05,Metformin and pioglitazone,OR,0,0,True,,fin/swe
A10BD06,Glimepiride and pioglitazone,OR,0,0,True,,fin/swe
A10BD07,Metformin and sitagliptin,OR,0,0,True,,fin/swe
A10BD08,Metformin and vildagliptin,OR,0,0,True,,fin/swe
A10BD09,Pioglitazone and alogliptin,OR,0,0,True,,fin/swe
A10BD10,Metformin and saxagliptin,OR,0,0,True,,fin/swe
A10BD11,Metformin and linagliptin,OR,0,0,True,,fin/swe
A10BD12,Pioglitazone and sitagliptin,OR,0,0,True,,fin/swe
A10BD13,Metformin and alogliptin,OR,0,0,True,,fin/swe
A10BD14,Metformin and repaglinide,OR,0,0,True,,fin/swe
A10BD15,Metformin and dapagliflozin,OR,0,0,True,,fin/swe
A10BD16,Metformin and canagliflozin,OR,0,0,True,,fin/swe
A10BD17,Metformin and acarbose,OR,0,0,True,,fin/swe
A10BD18,Metformin and gemigliptin,OR,0,0,True,,fin/swe
A10BD19,Linagliptin and empagliflozin,OR,0,0,True,,fin/swe
A10BD20,Metformin and empagliflozin,OR,0,0,True,,fin/swe
A10BD21,Saxagliptin and dapagliflozin,OR,0,0,True,,fin/swe
A10BD22,Metformin and evogliptin,OR,0,0,True,,fin/swe
A10BD23,Metformin and ertugliflozin,OR,0,0,True,,fin/swe
A10BD24,Sitagliptin and ertugliflozin,OR,0,0,True,,fin/swe
A10BD25,"Metformin, saxagliptin and dapagliflozin",OR,0,0,True,,fin/swe
A10BD26,Metformin and lobeglitazone,OR,0,0,True,,fin/swe
A10BD27,"Metformin, linagliptin and empagliflozin",OR,0,0,True,,fin/swe
A10BF,Alpha glucosidase inhibitors,OR,0,0,True,,est/lat/swe/den
A10BF01,Acarbose,OR,0,0,True,,fin/swe
A10BF02,Miglitol,OR,0,0,True,,fin/swe
A10BF03,Voglibose,OR,0,0,True,,fin/swe
A10BG,Thiazolidinediones,OR,0,0,True,,est/lat/swe/den
A10BG01,Troglitazone,OR,0,0,True,,fin/swe
A10BG02,Rosiglitazone,OR,0,0,True,,fin/swe
A10BG03,Pioglitazone,OR,0,0,True,,fin/swe
A10BG04,Lobeglitazone,OR,0,0,True,,fin/swe
A10BH01,Sitagliptin,OR,0,0,True,,fin/swe
A10BH02,Vildagliptin,OR,0,0,True,,fin/swe
A10BH03,Saxagliptin,OR,0,0,True,,fin/swe
A10BH04,Alogliptin,OR,0,0,True,,fin/swe
A10BH05,Linagliptin,OR,0,0,True,,fin/swe
A10BH06,Gemigliptin,OR,0,0,True,,fin/swe
A10BH07,Evogliptin,OR,0,0,True,,fin/swe
A10BH08,Teneligliptin,OR,0,0,True,,fin/swe
A10BH51,Sitagliptin and simvastatin,OR,0,0,True,,fin/swe
A10BH52,Gemigliptin and rosuvastatin,OR,0,0,True,,fin/swe
A10BJ01,Exenatide,OR,0,0,True,,fin/swe
A10BJ02,Liraglutide,OR,0,0,True,,fin/swe
A10BJ03,Lixisenatide,OR,0,0,True,,fin/swe
A10BJ04,Albiglutide,OR,0,0,True,,fin/swe
A10BJ05,Dulaglutide,OR,0,0,True,,fin/swe
A10BJ06,Semaglutide,OR,0,0,True,,fin/swe
A10BJ07,Beinaglutide,OR,0,0,True,,fin/swe
A10BK01,Dapagliflozin,OR,0,0,True,,fin/swe
A10BK02,Canagliflozin,OR,0,0,True,,fin/swe
A10BK03,Empagliflozin,OR,0,0,True,,fin/swe
A10BK04,Ertugliflozin,OR,0,0,True,,fin/swe
A10BK05,Ipragliflozin,OR,0,0,True,,fin/swe
A10BK06,Sotagliflozin,OR,0,0,True,,fin/swe
A10BK07,Luseogliflozin,OR,0,0,True,,fin/swe
A10BX,Other oral blood glucose lowering drugs,OR,0,0,True,,est/lat/swe/den
A10BX01,Guar gum,OR,0,0,True,,fin/swe
A10BX02,Repaglinide,OR,0,0,True,,fin/swe
A10BX03,Nateglinide,OR,0,0,True,,fin/swe
A10BX05,Pramlintide,OR,0,0,True,,fin/swe
A10BX06,Benfluorex,OR,0,0,True,,fin/swe
A10BX08,Mitiglinide,OR,0,0,True,,fin/swe
A10BX15,Imeglimin,OR,0,0,True,,fin/swe
A10XA,Aldose reductase inhibitors,OR,0,0,True,,est/lat/swe/den
A10XA01,Tolrestat,OR,0,0,True,,fin/swe
A11AA,Multivitamins with minerals,OR,0,0,True,,est/lat/swe/den
A11AA01,Multivitamins and iron,OR,0,0,True,,fin/swe
A11AA02,Multivitamins and calcium,OR,0,0,True,,fin/swe
A11AA03,"Multivitamins and other minerals, incl. combination",OR,0,0,True,,fin/swe
A11AA04,Multivitamins and trace elements,OR,0,0,True,,fin/swe
A11AB,"Multivitamins, other combinations",OR,0,0,True,,est/lat/swe/den
A11BA,"Multivitamins, plain",OR,0,0,True,,est/lat/swe/den
A11CA,"Vitamin A, plain",OR,0,0,True,,est/lat/swe/den
A11CA01,Retinol (vit A),OR,0,0,True,,fin/swe
A11CA02,Betacarotene,OR,0,0,True,,fin/swe
A11CB,Vitamin A and D in combination,OR,0,0,True,,est/lat/swe/den
A11CC,Vitamin D and analogues,OR,0,0,True,,est/lat/swe/den
A11CC01,Ergocalciferol,OR,0,0,True,,fin/swe
A11CC02,Dihydrotachysterol,OR,0,0,True,,fin/swe
A11CC03,Alfacalcidol,OR,0,0,True,,fin/swe
A11CC04,Calcitriol,OR,0,0,True,,fin/swe
A11CC05,Colecalciferol,OR,0,0,True,,fin/swe
A11CC06,Calcifediol,OR,0,0,True,,fin/swe
A11CC20,Combinations,OR,0,0,True,,fin/swe
A11CC55,"Colecalciferol, combinations",OR,0,0,True,,fin/swe
A11DA,"Vitamin B1, plain",OR,0,0,True,,est/lat/swe/den
A11DA01,Thiamine (vit B1),OR,0,0,True,,fin/swe
A11DA02,Sulbutiamine,OR,0,0,True,,fin/swe
A11DA03,Benfotiamine,OR,0,0,True,,fin/swe
A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,OR,0,0,True,,est/lat/swe/den
A11EA,"Vitamin B-complex, plain",OR,0,0,True,,est/lat/swe/den
A11EB,Vitamin B-complex with vitamin C,OR,0,0,True,,est/lat/swe/den
A11EC,Vitamin B-complex with minerals,OR,0,0,True,,est/lat/swe/den
A11ED,Vitamin B-complex with anabolic steroids,OR,0,0,True,,est/lat/swe/den
A11EX,"Vitamin B-complex, other combinations",OR,0,0,True,,est/lat/swe/den
A11GA,"Ascorbic acid (vitamin C), plain",OR,0,0,True,,est/lat/swe/den
A11GA01,Ascorbic acid (vit C),OR,0,0,True,,fin/swe
A11GB,"Ascorbic acid (vitamin C), combinations",OR,0,0,True,,est/lat/swe/den
A11GB01,Ascorbic acid (vit C) and calcium,OR,0,0,True,,fin/swe
A11HA,Other plain vitamin preparations,OR,0,0,True,,est/lat/swe/den
A11HA01,Nicotinamide,OR,0,0,True,,fin/swe
A11HA02,Pyridoxine (vit B6),OR,0,0,True,,fin/swe
A11HA03,Tocopherol (vit E),OR,0,0,True,,fin/swe
A11HA04,Riboflavin (vit B2),OR,0,0,True,,fin/swe
A11HA05,Biotin,OR,0,0,True,,fin/swe
A11HA06,Pyridoxal phosphate,OR,0,0,True,,fin/swe
A11HA07,Inositol,OR,0,0,True,,fin/swe
A11HA08,Tocofersolan,OR,0,0,True,,fin/swe
A11HA30,Dexpanthenol,OR,0,0,True,,fin/swe
A11HA31,Calcium pantothenate,OR,0,0,True,,fin/swe
A11HA32,Pantethine,OR,0,0,True,,fin/swe
A11JA,Combinations of vitamins,OR,0,0,True,,est/lat/swe/den
A11JB,Vitamins with minerals,OR,0,0,True,,est/lat/swe/den
A11JC,"Vitamins, other combinations",OR,0,0,True,,est/lat/swe/den
A12AA,Calcium,OR,0,0,True,,est/lat/swe/den
A12AA01,Calcium phosphate,OR,0,0,True,,fin/swe
A12AA02,Calcium glubionate,OR,0,0,True,,fin/swe
A12AA03,Calcium gluconate,OR,0,0,True,,fin/swe
A12AA04,Calcium carbonate,OR,0,0,True,,fin/swe
A12AA05,Calcium lactate,OR,0,0,True,,fin/swe
A12AA06,Calcium lactate gluconate,OR,0,0,True,,fin/swe
A12AA07,Calcium chloride,OR,0,0,True,,fin/swe
A12AA08,Calcium glycerylphosphate,OR,0,0,True,,fin/swe
A12AA09,Calcium citrate lysine complex,OR,0,0,True,,fin/swe
A12AA10,Calcium glucoheptonate,OR,0,0,True,,fin/swe
A12AA11,Calcium pangamate,OR,0,0,True,,fin/swe
A12AA13,Calcium citrate,OR,0,0,True,,fin/swe
A12AA20,Calcium (different salts in combination),OR,0,0,True,,fin/swe
A12AA30,Calcium laevulate,OR,0,0,True,,fin/swe
A12AX,"Calcium, combinations with other drugs",OR,0,0,True,,est/lat/swe/den
A12BA,Potassium,OR,0,0,True,,est/lat/swe/den
A12BA01,Potassium chloride,OR,0,0,True,,fin/swe
A12BA02,Potassium citrate,OR,0,0,True,,fin/swe
A12BA03,Potassium hydrogentartrate,OR,0,0,True,,fin/swe
A12BA04,Potassium hydrogencarbonate,OR,0,0,True,,fin/swe
A12BA05,Potassium gluconate,OR,0,0,True,,fin/swe
A12BA30,Potassium (different salts in combination),OR,0,0,True,,fin/swe
A12BA51,"Potassium chloride, combinations",OR,0,0,True,,fin/swe
A12CA,Sodium,OR,0,0,True,,est/lat/swe/den
A12CA01,Sodium chloride,OR,0,0,True,,fin/swe
A12CA02,Sodium sulfate,OR,0,0,True,,fin/swe
A12CB,Zinc,OR,0,0,True,,est/lat/swe/den
A12CB01,Zinc sulfate,OR,0,0,True,,fin/swe
A12CB02,Zinc gluconate,OR,0,0,True,,fin/swe
A12CB03,Zinc protein complex,OR,0,0,True,,fin/swe
A12CC,Magnesium,OR,0,0,True,,est/lat/swe/den
A12CC01,Magnesium chloride,OR,0,0,True,,fin/swe
A12CC02,Magnesium sulfate,OR,0,0,True,,fin/swe
A12CC03,Magnesium gluconate,OR,0,0,True,,fin/swe
A12CC04,Magnesium citrate,OR,0,0,True,,fin/swe
A12CC05,Magnesium aspartate,OR,0,0,True,,fin/swe
A12CC06,Magnesium lactate,OR,0,0,True,,fin/swe
A12CC07,Magnesium levulinate,OR,0,0,True,,fin/swe
A12CC08,Magnesium pidolate,OR,0,0,True,,fin/swe
A12CC09,Magnesium orotate,OR,0,0,True,,fin/swe
A12CC10,Magnesium oxide,OR,0,0,True,,fin/swe
A12CC30,Magnesium (different salts in combination),OR,0,0,True,,fin/swe
A12CD,Fluoride,OR,0,0,True,,est/lat/swe/den
A12CD01,Sodium fluoride,OR,0,0,True,,fin/swe
A12CD02,Sodium monofluorophosphate,OR,0,0,True,,fin/swe
A12CD51,"Fluoride, combinations",OR,0,0,True,,fin/swe
A12CE,Selenium,OR,0,0,True,,est/lat/swe/den
A12CE01,Sodium selenate,OR,0,0,True,,fin/swe
A12CE02,Sodium selenite,OR,0,0,True,,fin/swe
A12CX,Other mineral products,OR,0,0,True,,est/lat/swe/den
A14AA,Androstan derivatives,OR,0,0,True,,est/lat/swe/den
A14AA01,Androstanolone,OR,0,0,True,,fin/swe
A14AA02,Stanozolol,OR,0,0,True,,fin/swe
A14AA03,Metandienone,OR,0,0,True,,fin/swe
A14AA04,Metenolone,OR,0,0,True,,fin/swe
A14AA05,Oxymetholone,OR,0,0,True,,fin/swe
A14AA06,Quinbolone,OR,0,0,True,,fin/swe
A14AA07,Prasterone,OR,0,0,True,,fin/swe
A14AA08,Oxandrolone,OR,0,0,False,,fin/swe
A14AA08,Oxandrolone,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A14AA09,Norethandrolone,OR,0,0,False,,fin/swe
A14AA09,Norethandrolone,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A14AB,Estren derivatives,OR,0,0,True,,est/lat/swe/den
A14AB01,Nandrolone,OR,0,0,True,,fin/swe
A14AB02,Ethylestrenol,OR,0,0,True,,fin/swe
A14AB03,Oxabolone cipionate,OR,0,0,True,,fin/swe
A16AA,Amino acids and derivatives,OR,0,0,True,,est/lat/swe/den
A16AA01,Levocarnitine,OR,0,0,True,,fin/swe
A16AA02,Ademetionine,OR,0,0,True,,fin/swe
A16AA03,Glutamine,OR,0,0,False,,fin/swe
A16AA03,Glutamine,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AA04,Mercaptamine,OR,0,0,True,,fin/swe
A16AA05,Carglumic acid,OR,0,0,True,,fin/swe
A16AA06,Betaine,OR,0,0,True,,fin/swe
A16AA07,Metreleptin,OR,0,0,True,,fin/swe
A16AB,Enzymes,OR,0,0,True,,est/lat/swe/den
A16AB01,Alglucerase,OR,0,0,True,,fin/swe
A16AB02,Imiglucerase,OR,0,0,True,,fin/swe
A16AB03,Agalsidase alfa,OR,0,0,True,,fin/swe
A16AB04,Agalsidase beta,OR,0,0,True,,fin/swe
A16AB05,Laronidase,OR,0,0,False,,fin/swe
A16AB05,Laronidase,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB06,Sacrosidase,OR,0,0,True,,fin/swe
A16AB07,Alglucosidase alfa,OR,0,0,True,,fin/swe
A16AB08,Galsulfase,OR,0,0,True,,fin/swe
A16AB09,Idursulfase,OR,0,0,False,,fin/swe
A16AB09,Idursulfase,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB10,Velaglucerase alfa,OR,0,0,False,,fin/swe
A16AB10,Velaglucerase alfa,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB11,Taliglucerase alfa,OR,0,0,True,,fin/swe
A16AB12,Elosulfase alfa,OR,0,0,True,,fin/swe
A16AB13,Asfotase alfa,OR,0,0,False,,fin/swe
A16AB13,Asfotase alfa,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB14,Sebelipase alfa,OR,0,0,True,,fin/swe
A16AB15,Velmanase alfa,OR,0,0,True,,fin/swe
A16AB16,Idursulfase beta,OR,0,0,True,,fin/swe
A16AB17,Cerliponase alfa,OR,0,0,True,,fin/swe
A16AB18,Vestronidase alfa,OR,0,0,True,,fin/swe
A16AB19,Pegvaliase,OR,0,0,True,,fin/swe
A16AB20,Pegunigalsidase alfa,OR,0,0,False,,fin/swe
A16AB20,Pegunigalsidase alfa,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB21,Atidarsagene autotemcel,OR,0,0,False,,fin/swe
A16AB21,Atidarsagene autotemcel,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AB22,Avalglucosidase alfa,OR,0,0,False,,fin/swe
A16AB22,Avalglucosidase alfa,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX,Various alimentary tract and metabolism products,OR,0,0,True,,est/lat/swe/den/ice
A16AX01,Thioctic acid,OR,0,0,True,,fin/swe
A16AX02,Anethole trithione,OR,0,0,True,,fin/swe
A16AX03,Sodium phenylbutyrate,OR,0,0,True,,fin/swe
A16AX04,Nitisinone,OR,0,0,False,,fin/swe
A16AX04,Nitisinone,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX05,Zinc acetate,OR,0,0,True,,fin/swe
A16AX06,Miglustat,OR,0,0,False,,fin/swe
A16AX06,Miglustat,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX07,Sapropterin,OR,0,0,True,,fin/swe
A16AX08,Teduglutide,OR,0,0,True,,fin/swe
A16AX09,Glycerol phenylbutyrate,OR,0,0,True,,fin/swe
A16AX10,Eliglustat,OR,0,0,True,,fin/swe
A16AX11,Sodium benzoate,OR,0,0,False,,fin/swe
A16AX11,Sodium benzoate,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX12,Trientine,OR,0,0,True,,fin/swe
A16AX13,Uridine triacetate,OR,0,0,True,,fin/swe
A16AX14,Migalastat,OR,0,0,True,,fin/swe
A16AX15,Telotristat,OR,0,0,True,,fin/swe
A16AX16,Givosiran,OR,0,0,True,,fin/swe
A16AX17,Triheptanoin,OR,0,0,True,,fin/swe
A16AX18,Lumasiran,OR,0,0,True,,fin/swe
A16AX19,Fosdenopterin,OR,0,0,False,,fin/swe
A16AX19,Fosdenopterin,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX20,Lonafarnib,OR,0,0,False,,fin/swe
A16AX20,Lonafarnib,PROCPR,99T00,0,False,"Complex medication, unspecified",fin
A16AX30,Sodium benzoate and sodium phenylacetate,OR,0,0,True,,fin/swe
AADA1A,Head X-ray examination,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
AADA1A,Head X-ray examination,OR,0,0,False,,swe/ice/den/fin/nor
AADA1L,Dynamic X-ray examination of head region,OR,0,0,True,,ice
AADA2A,Cranial basis X-ray examination,OR,0,0,True,,ice
AADA3A,Facial bones X-ray examination,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
AADA3A,Facial bones X-ray examination,OR,0,0,False,,swe/ice/den/fin/nor
AADA4A,Sella turcica X-ray examination,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
AADA4A,Sella turcica X-ray examination,OR,0,0,False,,swe/ice/den
AADA6A,Cranial sutures X-ray examination,OR,0,0,True,,ice/fin
AADA7A,Liquor cerebri shunt X-ray examinatin without contrast,OR,0,0,True,,ice/fin/nor
AADB7E,Valvulography or liquor cerebri shunt with contrast,OR,2,2,False,,ice/fin
AADB7E,Valvulography or liquor cerebri shunt with contrast,PROCPR,01D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 01",fin
AADB7E,Valvulography or liquor cerebri shunt with contrast,PROCPR,10D01,2,False,"Diagnostic procedure of head, neck and central nervous system in MDC 10",fin
AADB7E,Valvulography or liquor cerebri shunt with contrast,PROCPR,21D01,2,False,"Diagnostic procedure of head, neck and central nervous system for trauma",fin
AADC2A,Cerebral angiography with X-ray,OR,2,2,False,,swe/ice/fin
AADC2A,Cerebral angiography with X-ray,PROCPR,01D02,2,False,"Demanding diagnostic proc of head, neck and central nervous system in MDC 01",fin
AADC2A,Cerebral angiography with X-ray,PROCPR,02D02,2,False,"Demanding diagn proc of head, neck and central nervous system in MDC 02",fin
AADC2A,Cerebral angiography with X-ray,PROCPR,03D02,2,False,"Demanding diagn proc of head, neck and central nervous system in MDC 03",fin
