vartype,varval,varval_text_comb,code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,01C04,Spinal injury at lumbal level,T798,,Muu ulkoisen väkivallan varhainen komplikaatio,,T7980,,Other early complications of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C04,Spinal injury at lumbal level,T799,,Määrittämätön ulkoisen väkivallan varhainen komplikaatio,,T7990,,Unspecified early complication of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C04,Spinal injury at lumbal level,T911,,Selkärankamurtuman myöhäisvaikutukset,,T9110,,Sequelae of fracture of spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C04,Spinal injury at lumbal level,T913,,Selkäydinvamman myöhäisvaikutukset,,T9130,,Sequelae of injury of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",PC_L76,,"Murtuma, muu",,T1420,,Fracture of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",PC_L79,,"Nyrjähdys/venähdys, muu",,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",PC_L80,,Sijoiltaanmeno,,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0270,,Useat pääkopan ja/tai kasvojen luiden murtumat ei avoimia murtumia,,S027A,,Multiple closed fractures involving skull and facial bones,,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0271,,Useat pääkopan ja/tai kasvojen luiden murtumat avoimia murtumia,,S027B,,Multiple open fractures involving skull and facial bones,,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0280,,Muun pääkopan tai kasvojen luun murtuma suljettu,,S028A,,Closed fracture of other skull and facial bones,,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0281,,Muun pääkopan tai kasvojen luun murtuma avoin,,S028B,,Open fracture of other skull and facial bones,,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0290,,Määrittämätön pääkopan ja/tai kasvojen luiden murtuma suljettu,,S029A,,"Closed fracture of skull and facial bones, part unspecified",,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S0291,,Määrittämätön pääkopan ja/tai kasvojen luiden murtuma avoin,,S029B,,"Open fracture of skull and facial bones, part unspecified",,est/swe/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S321,,Ristiluun murtuma,,S3210,,Fracture of sacrum,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S322,,Häntäluun murtuma,,S3220,,Fracture of coccyx,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S332,,Risti-suoliluunivelen tai risti-häntäluunivelen sijoiltaanmeno,,S3320,,Dislocation of sacroiliac and sacrococcygeal joint,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S342,,Lanne- ja alaselän hermojuurivamma,,S3420,,Injury of nerve root of lumbar and sacral spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S343,,Cauda equina -alueen vamma,,S3430,,Injury of cauda equina,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S344,,Lanne-ristipunoksen vamma,,S3440,,Injury of lumbosacral plexus,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S397,,"Muut useat vatsan, alaselän ja/tai lantion vammat",,S3970,,"Other multiple injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S398,,"Muu vatsan, alaselän tai lantion vamma",,S3980,,"Other specified injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",S399,,"Määrittämätön vatsan, alaselän ja/tai lantion alueen vamma",,S3990,,"Unspecified injury of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T020,,Pään ja kaulan luiden murtumat,,T0200,,Fractures involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T021,,Rintakehän ja alaselän tai lantion murtumat,,T0210,,Fractures involving thorax with lower back and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T029,,Lukuisat määrittämättömät murtumat,,T0290,,"Multiple fractures, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T031,,"Sijoiltaanmenojen, nyrjähdysten ja venähdysten yhdistelmä rintakehän ja alaselän tai lantion alueella",,T0310,,"Dislocations, sprains and strains involving thorax with lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T041,,"Rintakehän ja vatsan, alaselän tai lantion murskavamma",,T0410,,"Crushing injuries involving thorax with abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T047,,"Rintakehän ja vatsan, alaselän tai lantion sekä raajojen murskavamma",,T0470,,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T048,,Muu murskavammojen yhdistelmä,,T0480,,Crushing injuries involving other combinations of body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T049,,Lukuisat määrittämättömät murskavammat,,T0490,,"Multiple crushing injuries, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T08,,Sijainniltaan määrittämätön selkärankamurtuma,,T0800,,"Fracture of spine, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T093,,Sijainniltaan määrittämätön selkäydinvamma,,T0930,,"Injury of spinal cord, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T098,,"Muut määritetyt, tasoltaan määrittämättömät vartalon vammat",,T0980,,"Other specified injuries of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T099,,Sijainniltaan määrittämätön vartalon määrittämätön vamma,,T0990,,"Unspecified injury of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T142,,Määrittämättömän kehonosan murtuma,,T1420,,Fracture of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T143,,"Määrittämätön kehonosan sijoiltaanmeno, nyrjähdys tai venähdys",,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T798,,Muu ulkoisen väkivallan varhainen komplikaatio,,T7980,,Other early complications of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T799,,Määrittämätön ulkoisen väkivallan varhainen komplikaatio,,T7990,,Unspecified early complication of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T911,,Selkärankamurtuman myöhäisvaikutukset,,T9110,,Sequelae of fracture of spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C05,"Spinal injury, sacral area and cauda equina",T913,,Selkäydinvamman myöhäisvaikutukset,,T9130,,Sequelae of injury of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",PC_A81,,Monivamma,,S1700,,Crushing injury of larynx and trachea,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",PC_L76,,"Murtuma, muu",,T1420,,Fracture of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",PC_L79,,"Nyrjähdys/venähdys, muu",,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",PC_L80,,Sijoiltaanmeno,,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0270,,Useat pääkopan ja/tai kasvojen luiden murtumat ei avoimia murtumia,,S027A,,Multiple closed fractures involving skull and facial bones,,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0271,,Useat pääkopan ja/tai kasvojen luiden murtumat avoimia murtumia,,S027B,,Multiple open fractures involving skull and facial bones,,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0280,,Muun pääkopan tai kasvojen luun murtuma suljettu,,S028A,,Closed fracture of other skull and facial bones,,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0281,,Muun pääkopan tai kasvojen luun murtuma avoin,,S028B,,Open fracture of other skull and facial bones,,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0290,,Määrittämätön pääkopan ja/tai kasvojen luiden murtuma suljettu,,S029A,,"Closed fracture of skull and facial bones, part unspecified",,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S0291,,Määrittämätön pääkopan ja/tai kasvojen luiden murtuma avoin,,S029B,,"Open fracture of skull and facial bones, part unspecified",,est/swe/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S120,,Kannattajanikaman murtuma,,S1200,,Fracture of first cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S121,,Kiertonikaman murtuma,,S1210,,Fracture of second cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S122,,Muun kaulanikaman murtuma,,S1220,,Fracture of other specified cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S127,,Useat kaulanikamamurtumat,,S1270,,Multiple fractures of cervical spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S128,,Kaulan muun osan murtuma,,S1280,,Fracture of other parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S129,,Määrittämätön kaulan alueen murtuma,,S1290,,"Fracture of neck, part unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S131,,Kaulanikaman sijoiltaanmeno,,S1310,,Dislocation of cervical vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S132,,Muun tai määrittämättömän kaulan osan sijoiltaanmeno,,S1320,,Dislocation of other and unspecified parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S140,,Selkäytimen kaulaosan vamma ja turpoaminen,,S1400,,Concussion and oedema of cervical spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S141,,Muu tai määrittämätön selkäytimen kaulaosan vamma,,S1410,,Other and unspecified injuries of cervical spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S170,,Kurkunpään ja/tai henkitorven murskavamma,,S1700,,Crushing injury of larynx and trachea,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S178,,Kaulan muun osan murskavamma,,S1780,,Crushing injury of other parts of neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S179,,Sijainniltaan määrittämätön kaulan murskavamma,,S1790,,"Crushing injury of neck, part unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S220,,Rintanikaman murtuma,,S2200,,Fracture of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S221,,Useat rintarangan murtumat,,S2210,,Multiple fractures of thoracic spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S231,,Rintanikaman sijoiltaanmeno,,S2310,,Dislocation of thoracic vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S233,,Rintarangan nyrjähdys tai venähdys,,S2330,,Sprain and strain of thoracic spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S240,,Selkäytimen rintakehäosan vamma ja turpoaminen,,S2400,,Concussion and oedema of thoracic spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S241,,Muu tai määrittämätön selkäytimen rintakehäosan vamma,,S2410,,Other and unspecified injuries of thoracic spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S320,,Lannenikaman murtuma,,S3200,,Fracture of lumbar vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S327,,Useat lannerangan ja/tai lantion murtumat,,S3270,,Multiple fractures of lumbar spine and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S328,,Muun tai määrittämättömän lannerangan tai lantion osan murtuma,,S3280,,Fracture of other and unspecified parts of lumbar spine and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S331,,Lannenikaman sijoiltaanmeno,,S3310,,Dislocation of lumbar vertebra,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S341,,Muu selkäytimen lanneosan vamma,,S3410,,Other injury of lumbar spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S397,,"Muut useat vatsan, alaselän ja/tai lantion vammat",,S3970,,"Other multiple injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S398,,"Muu vatsan, alaselän tai lantion vamma",,S3980,,"Other specified injuries of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",S399,,"Määrittämätön vatsan, alaselän ja/tai lantion alueen vamma",,S3990,,"Unspecified injury of abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T020,,Pään ja kaulan luiden murtumat,,T0200,,Fractures involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T021,,Rintakehän ja alaselän tai lantion murtumat,,T0210,,Fractures involving thorax with lower back and pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T029,,Lukuisat määrittämättömät murtumat,,T0290,,"Multiple fractures, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T031,,"Sijoiltaanmenojen, nyrjähdysten ja venähdysten yhdistelmä rintakehän ja alaselän tai lantion alueella",,T0310,,"Dislocations, sprains and strains involving thorax with lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T040,,Pään ja kaulan murskavamma,,T0400,,Crushing injuries involving head with neck,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T041,,"Rintakehän ja vatsan, alaselän tai lantion murskavamma",,T0410,,"Crushing injuries involving thorax with abdomen, lower back and pelvis",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T047,,"Rintakehän ja vatsan, alaselän tai lantion sekä raajojen murskavamma",,T0470,,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T048,,Muu murskavammojen yhdistelmä,,T0480,,Crushing injuries involving other combinations of body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T049,,Lukuisat määrittämättömät murskavammat,,T0490,,"Multiple crushing injuries, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T061,,Usean muun kehonosan hermon tai selkäytimen vamma,,T0610,,Injuries of nerves and spinal cord involving other multiple body regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T08,,Sijainniltaan määrittämätön selkärankamurtuma,,T0800,,"Fracture of spine, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T093,,Sijainniltaan määrittämätön selkäydinvamma,,T0930,,"Injury of spinal cord, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T098,,"Muut määritetyt, tasoltaan määrittämättömät vartalon vammat",,T0980,,"Other specified injuries of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T099,,Sijainniltaan määrittämätön vartalon määrittämätön vamma,,T0990,,"Unspecified injury of trunk, level unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T142,,Määrittämättömän kehonosan murtuma,,T1420,,Fracture of unspecified body region,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T143,,"Määrittämätön kehonosan sijoiltaanmeno, nyrjähdys tai venähdys",,T1430,,"Dislocation, sprain and strain of unspecified body region",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T798,,Muu ulkoisen väkivallan varhainen komplikaatio,,T7980,,Other early complications of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T799,,Määrittämätön ulkoisen väkivallan varhainen komplikaatio,,T7990,,Unspecified early complication of trauma,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T911,,Selkärankamurtuman myöhäisvaikutukset,,T9110,,Sequelae of fracture of spine,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C06,"Spinal injury, level undefined",T913,,Selkäydinvamman myöhäisvaikutukset,,T9130,,Sequelae of injury of spinal cord,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C700,,Aivokalvojen syöpä,,C7000,,Malignant neoplasm of cerebral meninges,,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C709,,Määrittämätön keskushermostokalvojen syöpä,,C7090,,"Malignant neoplasm of meninges, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,01C07,Malignant neoplasm of brain,C7100,,Muualla kuin aivolohkoissa tai aivokammioissa sijaitseva isoaivojen syöpä ei histologista vahvistusta,,C7100,,"Malignant neoplasm of cerebrum, except lobes and ventricles",,est/swe/lat/ice/den/fin/nor
