drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
096,"Obstruktiivinen hengitystieinfektio tai astma, aikuinen, komplisoitunut","Obstr hengitystieinf/astma,aik,kompl",096X,"Bronchitis and asthma, age >17, w CC","Bronchitis and asthma, age >17, w CC",4,fin
097,"Obstruktiivinen hengitystieinfektio tai astma, aikuinen, ei komplisoitunut","Obstr hengitystieinf/astma,aik,ei kompl",097X,"Bronchitis and asthma, age >17, w/o CC","Bronchitis and asthma, age >17, w/o CC",4,fin
098A,"Obstruktiivinen hengitystieinfektio tai astma, lapsi, komplisoitunut","Obstr heng.inf / astma, lapsi, kompl",098A,"Bronchitis and asthma, age 0-17, w CC","Bronchitis and asthma, age 0-17, w CC",4,fin
098B,"Obstruktiivinen hengitystieinfektio tai astma, lapsi, ei komplisoitunut","Obstr heng.inf / astma, lapsi, ei kompl",098B,"Bronchitis and asthma, age 0-17, w/o CC","Bronchitis and asthma, age 0-17, w/o CC",4,fin
099C,"Hengityselinoire, komplisoitunut","Hengityselinoire, kompl",099C,"Respiratory signs and symtoms, w CC","Respiratory signs and symtoms, w CC",4,fin
099M,"Hengityselinoire, erittäin komplisoitunut","Hengityselinoire, erittäin kompl",099M,"Respiratory signs and symtoms, w MCC","Respiratory signs and symtoms, w MCC",4,fin
100,"Hengityselinoire, ei komplisoitunut","Hengityselinoire,ei komplisoitunut",100X,"Respiratory signs and symtoms, w/o CC","Respiratory signs and symtoms, w/o CC",4,fin
101,"Muu hengityselinten sairaus, komplisoitunut","Muu hengityselinten sairaus, komplisoitunut",101X,"Other respiratory system diagnoses, w CC","Other respiratory system diagnoses, w CC",4,fin
102,"Muu hengityselinten sairaus, ei komplisoitunut","Muu hengityselinten sairaus, ei komplisoitunut",102X,"Other respiratory system diagnoses, w/o CC","Other respiratory system diagnoses, w/o CC",4,fin
103,Sydämensiirto,Sydämensiirto,103X,Heart transplantation and ventricular assist device,Heart transplantation and ventricular assist device,5,fin
104A,Sydämen yhden läpän leikkaus,Sydämen yhden läpän leikkaus,104A,Single heart valve operations,Single heart valve operations,5,fin
104B,Usean sydämenläpän leikkaus tai yksittäisen läpän komplisoitunut leikkaus,Usean syd.läp tai yksitt läpän kompl leikk,104B,"Multiple heart valve operations or single valve operations, w CC",Multiple heart valve operations or single valve operations w,5,fin
104D,Sydänläpän istuttaminen katetrisaatiossa,Sydänläpän istuttaminen katetrisaatiossa,104D,Percutaneous heart valve implantation,Percutaneous heart valve implantation,5,fin
104O,"Sydänläpän avosydän korjausleikkaus ja katetrisaatio, lyhyt hoito","Sydänläpän avosydän korjausleikk ja katetr, lyhyt hoito",104O,"Cardiac valve procedures with cardiac catheterization, short therapy","Cardiac valve procedures with cardiac catheterization, short therapy",5,fin
107A,Sydämen ohitusleikkaus ilman katetrisaatiota,Sydämen ohitusleikkaus ilman katetrisaatiota,107A,Other coronary bypass without cathetherisation,Other coronary bypass without cathetherisation,5,fin
107B,Muu sydämen ohitusleikkaus ja katetrisaatio,Muu sydämen ohitusleikkaus ja katetrisaatio,107B,Other coronary bypass with cathetherization,Other coronary bypass with cathetherization,5,fin
107C,Sydämen ohitusleikkaus yhdistettynä monimutkaisiin toimenpiteisiin tai muuten komplisoitunut,Syd ohit.leikk yhd monimutk tp tai muuten kompl,107C,"Coronary bypass with complex associated procedures or, w CC",Coronary bypass with complex associated procedures or with C,5,fin
107O,"Sydämen ohitusleikkaus ilman katetrisaatiota, lyhyt hoito","Sydämen ohitusleik ilman katetr, lyhyt hoito",107O,"Coronary bypass without cardiac catheterization, short therapy","Coronary bypass without cardiac catheterization, short therapy",5,fin
108C,"Muu rintakehän avosydän- tai verisuonileikkaus, komplisoitunut","Muu rintakehän avosydän- tai verisuonileikkaus, komplisoitunut",108C,"Other cardiothoracic procedures, w CC","Other cardiothoracic procedures, w CC",5,fin
108N,"Muu rintakehän avosydän- tai verisuonileikkaus, ei komplisoitunut","Muu rintakehän avosydän- tai verisuonileikkaus, ei komplisoitunut",108N,"Other cardiothoracic procedures, w/o CC","Other cardiothoracic procedures, w/o CC",5,fin
108O,"Muu rintakehän avosydän- tai verisuonileikkaus, lyhyt hoito","Muu rintakehän avosydän- tai verisuonileikkaus, lyhyt hoito",108O,"Other cardiothoracic procedures, short therapy","Other cardiothoracic procedures, short therapy",5,fin
109N,Aortan aneurysman leikkaus rintaontelossa,Aortan aneurysman leikkaus rintaontelossa,109N,OR procedure for thoracic aortic aneurysm,OR procedure for thoracic aortic aneurysm,5,fin
110,"Vaativa verisuonirekonstruktioleikkaus, komplisoitunut","Vaat verisuonirekonstruktioleikk, kompl",110X,"Major cardiovascular procedures, w CC","Major cardiovascular procedures, w CC",5,fin
111,"Vaativa verisuonirekonstruktioleikkaus, ei komplisoitunut","Vaat verisuonirekonstruktioleikk, ei kompl",111X,"Major cardiovascular procedures, w/o CC","Major cardiovascular procedures, w/o CC",5,fin
111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito","Vaat veris rekonstr,ei avosyd,lyh h",110O,"Major cardiovascular procedures, short therapy","Major cardiovascular procedures, short therapy",5,fin
112A,Muu kardiovaskulaarinen perkutaaninen toimenpide ja hyperterminen perfuusio,Muu kardiovaskulaarinen perkutaaninen tp ja hypert perf,112A,Other percutaneous cardiovascular procedures and hyperthermic perfusion,Other percutaneous cardiovascular procedures and hyperthermic perfusion,5,fin
112B,Rytmihäiriölähteen hävittäminen katetrisaatiossa,Rytmihäiriölähteen hävittäminen katetrisaatiossa,112B,Percutaneuous ablations for cardiac arrhytmia,Percutaneuous ablations for cardiac arrhytmia,5,fin
112C,Sepelvaltimon laajennushoito komplisoitumattomassa infarktittomassa tilanteessa,"Sepelvalt laajennushoito, ei infarktia, ei kompl",112C,"PCI w/o myocardial infarction, w/o CC","PCI w/o myocardial infarction, w/o CC",5,fin
112D,Sepelvaltimon laajennushoito infarktittomassa komplisoituneessa tilanteessa,"Sepelvalt laajennushoito, ei infarktia, kompl",112D,"PCI w/o myocardial infarction, w CC","PCI w/o myocardial infarction, w CC",5,fin
112E,Sepelvaltimon laajennushoito komplisoitumattomassa infarktitilanteessa,"Sepelvalt laajennushoito, ei kompl, infarkti",112E,"PCI w myocardial infarction, w/o CC","PCI w myocardial infarction, w/o CC",5,fin
112F,Sepelvaltimon laajennushoito komplisoituneessa infarktitilanteessa,"Sepelvalt laajennushoito, kompl, infarkti",112F,"PCI w myocardial infarction, w CC","PCI w myocardial infarction, w CC",5,fin
112P,"Rytmihäiriölähteen hävittäminen katetrisaatiossa, lyhyt hoito","Rytmihäiriölähteen hävittäminen katetrisaatiossa, lyhyt hoito",112P,"Percutaneous ablations for cardiac arrhythmia, short therapy","Percutaneous ablations for cardiac arrhythmia, short therapy",5,fin
112Q,"Muu kardiovaskulaarinen katetrisaatio, lyhyt hoito","Muu kardiovaskulaarinen katetrisaatio, lyhyt hoito",112Q,"Other percutaneous cardiovascular procedures, short therapy","Other percutaneous cardiovascular procedures, short therapy",5,fin
113A,"Raajan amputaatio verenkierrollisista syistä, ei yläraaja tai varvas","Raajan amput verenk syy,ei yläraaja/varvas",113FA,Amputation for circulatory system disorders except upper limb and toe,Amput for circ syst disord except upp limb and toe,5,fin
113B,"Laaja raajan amputaatio ja korjausleikkaus verenkierrollisista syistä, ei yläraaja tai varvas","Laaja raajan amput verenk syistä ,ei yläraaja/varvas",113FB,Extensive corrective procedures after amputation for circulatory system disorders of lower limb except toe,Ext corr proc after amput for circ dis of lower limb,5,fin
113O,"Suuri raajan amputaatio verenkierrollisista syistä, ei yläraaja tai varvas, lyhyt hoito","Suuri raajan amput verenk syistä ,ei yläraaja/varvas, lyh",113O,"Amputation for circulatory system disorders except upper limb and toe, short therapy","Amputation for circulatory system disorders except upper limb and toe, short therapy",5,fin
114,Yläraajan tai varpaan amputaatio verenkierrollisista syistä,Yläraajan/varpaan amput verenk syistä,114X,Upper limb and toe amputation for circulatory system disorder,Upper limb and toe amputation for circulatory system disorder,5,fin
114O,"Yläraajan tai varpaan amputaatio verenkierrollisista syistä, lyhyt hoito","Yläraajan/varpaan amput verenk syistä, lyhyt hoito",114O,"Upper limb and toe amputation for circulatory system disorder, short therapy","Upper limb and toe amputation for circulatory system disorder, short therapy",5,fin
115A,Pysyvän tahdistimen tai defibrillaattorin poisto,Pysyvän tahdistimen tai defibrillaattorin poisto,115A,Removal of permanent cardiac pacemaker or defibrillator,Removal of permanent cardiac pacemaker or defibrillator,5,fin
115B,Sydämen tahdistimen tarkistaminen tai asentaminen tai defibrillaattorin vaihtaminen,Syd tahd tarkist tai asent tai defibril vaihto,115B,Revison of cardiac pacemaker or implantation or replacement of cardiac defibrillator,Revison of cardiac pacemaker or implantation or replacement,5,fin
115C,Sydämen defibrillaattorin asentaminen tai uusiminen,Sydämen defibril asent tai uusim,115C,Implantation or replacement of cardiac defibrillator,Implantation or replacement of cardiac defibrillator,5,fin
115O,"Pysyvän tahdistimen tai defibrillaattorin poisto, lyhyt hoito","Pysyvän tahdistimen tai defibril poisto, lyhyt hoito",115O,"Removal of permanent cardiac pacemaker or defibrillator, short therapy","Removal of permanent cardiac pacemaker or defibrillator, short therapy",5,fin
116O,"Sydämen defibrillaattorin asentaminen tai uusiminen, lyhyt hoito","Sydämen defibrill asentaminen tai uusiminen, lyhyt hoito",116O,"Insertion or replacement of permanent cardiac pacemaker or loop recorder, short therapy","Insertion or replacement of permanent cardiac pacemaker or loop recorder, short therapy",5,fin
117O,"Pysyvän tahdistimen asentaminen, lyhyt hoito","Pysyvän tahdistimen asentaminen, lyhyt hoito",117O,"Insertion or replacement of internal defibrillator, short therapy","Insertion or replacement of internal defibrillator, short therapy",5,fin
119,Suonikohjuleikkaus,Suonikohjuleikkaus,119X,Vein ligation and stripping,Vein ligation and stripping,5,fin
119O,"Suonikohjuleikkaus, toispuolinen, lyhyt hoito","Suonikohjuleikkaus, toispuol., lyh hoi",119O,"Vein ligation and stripping, short therapy","Vein ligation and stripping, short therapy",5,fin
119P,"Suonikohjuleikkaus, molemminpuolinen, lyhyt hoito","Suonikohjuleikkaus, mol.puol., lyh hoi",119P,"Vein ligation and stripping, bilateral, short therapy","Vein ligation and stripping, bilateral, sh. th.",5,fin
120C,"Muu verenkiertoelinten leikkaus, komplisoitunut","Muu verenkiertoelinten leikkaus, komplisoitunut",120C,"Other circulatory system OR procedures, w CC","Other circulatory system OR procedures, w CC",5,fin
120N,"Muu verenkiertoelinten leikkaus, ei komplisoitunut","Muu verenkiertoelinten leikkaus, ei komplisoitunut",120N,"Other circulatory system OR procedures, w/o CC","Other circulatory system OR procedures, w/o CC",5,fin
120O,"Muu verenkiertoelinten toimenpide, lyhyt hoito","Muu verenkiertoelinten toimenpide, lyhyt hoito",120O,"Other circulatory system OR procedures, short therapy","Other circulatory system OR procedures, short therapy",5,fin
121,"Sydäninfarkti ja kardiovaskulaarinen komplikaatio, elossa 4. hoitopäivänä","Sydäninfarkti ja kardiovaskulaarinen komplikaatio, elossa 4. hoitopäivänä",121X,"Other circulatory disorders with acute myocardial infarction and cardiovascular complication, alive at 4th day of care","Other circulatory disorders with ami, alive at 4th day of care",5,fin
122,"Sydäninfarkti ilman kardiovaskulaarista komplikaatiota, elossa 4. hoitopäivänä","Sydäninfarkti ilman kardiovaskulaarista komplikaatiota, elossa 4. hoitopäivänä",122X,"Other circulatory disorders with acute myocardial infarction without cardiovascular complication, alive at 4th day of care","Other circulatory disorders with ami w/o cardiovascular complication, alive at 4th day of care",5,fin
123,"Sydäninfarkti, potilas kuoli ensimmäisten 3 hoitopäivän aikana","Sydinf, potilas kuoli 3 hoitopv aikana",123X,"Other circulatory disorders with acute myocardial infarction, death within first 3 days of care","Other circulatory disorders with ami, death within first 3 days of care",5,fin
124,"Muu verenkiertoelinten sairaus, katetrisaatio, monimutkainen perussairaus","Muu verenkiertoelinten sairaus, katetrisaatio, monimutkainen perussairaus",124X,Diagnostic percutan cardiac procedure w circulatory complex dx,Diagnostic percutan cardiac procedure w complex dx,5,fin
125,"Muu verenkiertoelinten sairaus, katetrisaatio, ilman monimutkaista perussairautta","Muu verenkiertoelinten sairaus, katetrisaatio, ilman monimutkaista perussairautta",125X,Diagnostic percutan cardiac procedure w/o circulatory complex dx,Diagnostic percutan cardiac procedure w/o complex dx,5,fin
125O,"Sydämen diagnostinen toimenpide, lyhyt hoito","Sydämen diagnostinen toimenpide, lyhyt hoito",125O,"Diagnostic percutaneous cardiac procedures, short therapy","Diagnostic percutaneous cardiac procedures, short therapy",5,fin
126,Akuutti tai subakuutti endokardiitti,Akuutti tai subakuutti endokardiitti,126X,Acute and subacute endocarditis,Acute and subacute endocarditis,5,fin
127M,"Sydämen toiminnanvajaus tai kardiogeeninen shokki, erittäin komplisoitunut","Sydämen toiminnanvajaus tai kardiogeeninen shokki, erittäin kompl",127G,"Heart failure and shock, w MCC","Heart failure and shock, w MCC",5,fin
127N,"Sydämen toiminnanvajaus tai kardiogeeninen shokki, ei komplisoitunut","Sydämen toiminnanvajaus tai kardiogeeninen shokki, ei kompl",127H,"Heart failure and shock, w/o CC","Heart failure and shock, w/o CC",5,fin
128,Syvien laskimoiden tromboflebiitti,Syvien laskimoiden tromboflebiitti,128X,Deep vein thrombophlebitis,Deep vein thrombophlebitis,5,fin
129,"Sydänpysähdys, syy tuntematon","Sydänpysähdys,syy tuntematon",129X,"Cardiac arrest, unexplained","Cardiac arrest, unexplained",5,fin
130,"Perifeerisen verenkierron häiriö, komplisoitunut","Perifeerisen verenkierron häiriö,kompl",130X,"Peripheral vascular disorders, w CC","Peripheral vascular disorders, w CC",5,fin
131,"Perifeerisen verenkierron häiriö, ei komplisoitunut","Perifeerisen verenkierron häir,ei kompl",131X,"Peripheral vascular disorders, w/o CC","Peripheral vascular disorders, w/o CC",5,fin
132,"Ateroskleroosi, komplisoitunut","Ateroskleroosi,komplisoitunut",132X,"Atherosclerosis, w CC","Atherosclerosis, w CC",5,fin
133,"Ateroskleroosi, ei komplisoitunut","Ateroskleroosi,ei komplisoitunut",133X,"Atherosclerosis, w/o CC","Atherosclerosis, w/o CC",5,fin
134C,"Hypertensio, komplisoitunut","Hypertensio, kompl",134C,"Hypertension, w CC","Hypertension, w CC",5,fin
134M,"Hypertensio, erittäin komplisoitunut","Hypertensio, erittäin kompl",134M,"Hypertension, w MCC","Hypertension, w MCC",5,fin
134N,"Hypertensio, ei komplisoitunut","Hypertensio, ei kompl",134N,"Hypertension, w/o CC","Hypertension, w/o CC",5,fin
135,"Synnynnäinen sydän- tai läppävika, aikuinen, komplisoitunut","Synnynnäinen sydän- tai läppävika, aik, kompl",135X,"Cardiac congenital and valvular disorders age >17, w CC","Cardiac congenital and valvular disorders age >17, w CC",5,fin
136,"Synnynnäinen sydän- tai läppävika, aikuinen, ei komplisoitunut","Synnynnäinen sydän- tai läppävika, aik, ei kompl",136X,"Cardiac congenital and valvular disorders age, >17, w/o CC","Cardiac congenital and valvular disorders age, >17, w/o CC",5,fin
137,"Synnynnäinen sydän- tai läppävika, lapsi","Synnynnäinen sydän- tai läppävika, lapsi",137X,Cardiac congenital and valvular disorders age 0-17,Cardiac congenital and valvular disorders age 0-17,5,fin
138,"Sydämen rytmi- tai johtumishäiriö, komplisoitunut","Sydämen rytmi- tai johtumishäiriö, kompl",138X,"Cardiac arrhythmia and conduction disorders, w CC","Cardiac arrhythmia and conduction disorders, w CC",5,fin
139,"Sydämen rytmi- tai johtumishäiriö, ei komplisoitunut","Sydämen rytmi- tai johtumishäiriö, ei kompl",139X,"Cardiac arrhythmia and conduction disorders, w/o CC","Cardiac arrhythmia and conduction disorders, w/o CC",5,fin
140C,"Sydänperäinen rintakipu, komplisoitunut","Sydänperäinen rintakipu, komp",140C,"Angina pectoris, w CC","Angina pectoris, w CC",5,fin
140N,"Sydänperäinen rintakipu, ei komplisoitunut","Sydänperäinen rintakipu, ei kompl",140N,"Angina pectoris, w/o CC","Angina pectoris, w/o CC",5,fin
141,"Pyörtyminen, komplisoitunut","Pyörtyminen,komplisoitunut",141X,"Syncope and collapse, w CC","Syncope and collapse, w CC",5,fin
142,"Pyörtyminen, ei komplisoitunut","Pyörtyminen,ei komplisoitunut",142X,"Syncope and collapse, w/o CC","Syncope and collapse, w/o CC",5,fin
143,Epäselvä sydänperäinen rintakipu,Epäselvä sydänperäinen rintakipu,143X,Chest pain,Chest pain,5,fin
144C,"Muu verenkiertoelinten sairaus, komplisoitunut","Muu verenkiertoelinten sairaus, komplisoitunut",144C,"Other circulatory system diseases, w CC","Other circulatory system diseases, w CC",5,fin
144M,"Muu verenkiertoelinten sairaus, erittäin komplisoitunut","Muu verenkiertoelinten sairaus, erittäin komplisoitunut",144M,"Other circulatory system diseases, w MCC","Other circulatory system diseases, w MCC",5,fin
145,"Muu verenkiertoelinten sairaus, ei komplisoitunut","Muu verenkiertoelinten sairaus, ei komplisoitunut",145X,"Other circulatory system diseases, w/o CC","Other circulatory system diseases, w/o CC",5,fin
