ord,id,drg_nat,drg_text_nat,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
11508164800,015D816480,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,,,15X25,15X35,03X04,,<8,,,,den/est/fin/ice/lat/nor
11508164900,015D816490,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,15S02,,15X25,15X35,03X04,,<29,,,,den/est/fin/ice/lat/nor
11508165000,015D816500,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,,,15X25,15X36,15X37,,<8,,,,den/est/fin/ice/lat/nor
11508165100,015D816510,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,15S02,,15X25,15X36,15X37,,<29,,,,den/est/fin/ice/lat/nor
11508165200,015D816520,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,,,15X25,15X36,03X04,,<8,,,,den/est/fin/ice/lat/nor
11508165300,015D816530,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,15S02,,15X25,15X36,03X04,,<29,,,,den/est/fin/ice/lat/nor
11508165400,015D816540,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,,,15X25,15X37,03X04,,<8,,,,den/est/fin/ice/lat/nor
11508165500,015D816550,388A,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, useiden elinjärjestelmien ongelmia",388A,0,+,,,,,,15S02,,15X25,15X37,03X04,,<29,,,,den/est/fin/ice/lat/nor
11508170000,015D817000,389A,"Vastasyntynyt, laaja leikkaus",389A,0,+,,,,,S,15S01,,,,,,<29,,,,den/est/fin/ice/lat/nor
11508170500,015D817050,389A,"Vastasyntynyt, laaja leikkaus",389A,0,+,,,,,S,15S01,,15X23,,,,<100,,>0,,den/est/fin/ice/lat/nor/swe
11508170600,015D817060,389A,"Vastasyntynyt, laaja leikkaus",389A,0,+,,,,,S,15S01,,15X24,,,,<100,,>0,,den/est/fin/lat/nor/swe
11508170700,015D817070,389A,"Vastasyntynyt, laaja leikkaus",389A,0,+,,,,,S,15S01,,15X25,,,,<100,,>0,,den/est/fin/ice/lat/nor/swe
11508180000,015D818000,389C,Täysiaikaisen vastasyntyneen vakava hengitysongelma,389C,0,+,,,,,,,,15X40,,,,<8,,,,den/est/fin/ice/lat/nor
11508180100,015D818010,389C,Täysiaikaisen vastasyntyneen vakava hengitysongelma,389C,0,+,,,,,,15S02,,15X40,,,,<29,,,,den/est/fin/ice/lat/nor
11508190000,015D819000,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X32,,,<8,,,,den/est/fin/ice/lat/nor
11508190100,015D819010,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X32,,,<29,,,,den/est/fin/ice/lat/nor
11508190200,015D819020,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X33,,,<8,,,,den/est/fin/ice/lat/nor
11508190300,015D819030,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X33,,,<29,,,,den/est/fin/ice/lat/nor
11508190400,015D819040,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X34,,,<8,,,,den/est/fin/ice/lat/nor
11508190500,015D819050,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X34,,,<29,,,,den/est/fin/ice/lat/nor
11508190600,015D819060,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X35,,,<8,,,,den/est/fin/ice/lat/nor
11508190700,015D819070,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X35,,,<29,,,,den/est/fin/ice/lat/nor
11508190800,015D819080,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X36,,,<8,,,,den/est/fin/ice/lat/nor
11508190900,015D819090,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X36,,,<29,,,,den/est/fin/ice/lat/nor
11508191000,015D819100,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508191100,015D819110,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508191200,015D819120,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X31,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508191300,015D819130,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X31,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508191400,015D819140,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,15X33,,,<8,,,,den/est/fin/ice/lat/nor
11508191500,015D819150,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,15X33,,,<29,,,,den/est/fin/ice/lat/nor
11508191600,015D819160,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,15X34,,,<8,,,,den/est/fin/ice/lat/nor
11508191700,015D819170,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,15X34,,,<29,,,,den/est/fin/ice/lat/nor
11508191800,015D819180,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,15X35,,,<8,,,,den/est/fin/ice/lat/nor
11508191900,015D819190,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,15X35,,,<29,,,,den/est/fin/ice/lat/nor
11508192000,015D819200,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,15X36,,,<8,,,,den/est/fin/ice/lat/nor
11508192100,015D819210,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,15X36,,,<29,,,,den/est/fin/ice/lat/nor
11508192200,015D819220,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508192300,015D819230,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508192400,015D819240,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X32,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508192500,015D819250,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X32,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508192600,015D819260,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X33,15X34,,,<8,,,,den/est/fin/ice/lat/nor
11508192700,015D819270,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X33,15X34,,,<29,,,,den/est/fin/ice/lat/nor
11508192800,015D819280,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X33,15X35,,,<8,,,,den/est/fin/ice/lat/nor
11508192900,015D819290,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X33,15X35,,,<29,,,,den/est/fin/ice/lat/nor
11508193000,015D819300,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X33,15X36,,,<8,,,,den/est/fin/ice/lat/nor
11508193100,015D819310,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X33,15X36,,,<29,,,,den/est/fin/ice/lat/nor
11508193200,015D819320,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X33,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508193300,015D819330,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X33,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508193400,015D819340,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X33,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508193500,015D819350,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X33,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508193600,015D819360,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X34,15X35,,,<8,,,,den/est/fin/ice/lat/nor
11508193700,015D819370,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X34,15X35,,,<29,,,,den/est/fin/ice/lat/nor
11508193800,015D819380,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X34,15X36,,,<8,,,,den/est/fin/ice/lat/nor
11508193900,015D819390,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X34,15X36,,,<29,,,,den/est/fin/ice/lat/nor
11508194000,015D819400,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X34,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508194100,015D819410,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X34,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508194200,015D819420,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X34,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508194300,015D819430,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X34,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508194400,015D819440,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X35,15X36,,,<8,,,,den/est/fin/ice/lat/nor
11508194500,015D819450,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X35,15X36,,,<29,,,,den/est/fin/ice/lat/nor
11508194600,015D819460,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X35,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508194700,015D819470,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X35,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508194800,015D819480,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X35,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508194900,015D819490,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X35,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508195000,015D819500,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X36,15X37,,,<8,,,,den/est/fin/ice/lat/nor
11508195100,015D819510,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X36,15X37,,,<29,,,,den/est/fin/ice/lat/nor
11508195200,015D819520,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X36,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508195300,015D819530,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X36,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508195400,015D819540,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,,,15X37,03X04,,,<8,,,,den/est/fin/ice/lat/nor
11508195500,015D819550,389B,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, useiden elinjärjestelmien ongelmia",389B,0,+,,,,,,15S02,,15X37,03X04,,,<29,,,,den/est/fin/ice/lat/nor
11508220000,015D822000,388B,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, ei useiden elinjärjestelmien ongelmia",388B,0,+,,,,,,,,15X25,,,,<8,,,,den/est/fin/ice/lat/nor
11508221000,015D822100,388B,"Vastasyntynyt, syntymäpaino 1500 - 2499 g, ei useiden elinjärjestelmien ongelmia",388B,0,+,,,,,,15S02,,15X25,,,,<29,,,,den/est/fin/ice/lat/nor
11508222000,015D822200,385B,"Vastasyntyneen jatkohoito tai myöhään ilmenevä neonataalinen ongelma, syntymäpaino 1000 g tai enemmän",385B,0,+,15.0,,,,N,,,,,,,>7,,,,den/est/fin/ice/lat/nor
11508222005,015D8222005,385B,"Vastasyntyneen jatkohoito tai myöhään ilmenevä neonataalinen ongelma, syntymäpaino 1000 g tai enemmän",385B,0,+,,,10P05,,N,,,,,,,>7,,>0,,swe/est/fin/ice/lat/nor
11508250000,015D825000,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,,15S03,,,,,,<8,,,,den/est/ice/lat/nor/fin
11508251000,015D825100,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,,15S03,15S02,,,,,<29,,,,den/est/ice/lat/nor/fin
11508270000,015D827000,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X31,,,,<8,,,,den/est/ice/lat/nor/fin
11508270100,015D827010,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X32,,,,<8,,,,den/est/ice/lat/nor/fin
11508270200,015D827020,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X33,,,,<8,,,,den/est/ice/lat/nor/fin
11508270300,015D827030,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X34,,,,<8,,,,den/est/ice/lat/nor/fin
11508270400,015D827040,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X35,,,,<8,,,,den/est/ice/lat/nor/fin
11508270500,015D827050,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X36,,,,<8,,,,den/est/ice/lat/nor/fin
11508270600,015D827060,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X37,,,,<8,,,,den/est/ice/lat/nor/fin
11508270700,015D827070,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,03X04,,,,<8,,,,den/est/ice/lat/nor/fin
11508270800,015D827080,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,,,15X98,,,,<8,,,,den/est/ice/lat/nor/fin
11508270900,015D827090,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X31,,,,<29,,,,den/est/ice/lat/nor/fin
11508271000,015D827100,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X32,,,,<29,,,,den/est/ice/lat/nor/fin
11508271100,015D827110,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X33,,,,<29,,,,den/est/ice/lat/nor/fin
11508271200,015D827120,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X34,,,,<29,,,,den/est/ice/lat/nor/fin
11508271300,015D827130,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X35,,,,<29,,,,den/est/ice/lat/nor/fin
11508271400,015D827140,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X36,,,,<29,,,,den/est/ice/lat/nor/fin
11508271500,015D827150,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X37,,,,<29,,,,den/est/ice/lat/nor/fin
11508271600,015D827160,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,03X04,,,,<29,,,,den/est/ice/lat/nor/fin
11508271700,015D827170,390,"Vastasyntynyt, syntymäpaino 2500 g tai enemmän, muu merkittävä ongelma",390X,0,+,,,,,N,15S02,,15X98,,,,<29,,,,den/est/ice/lat/nor/fin
11508280000,015D828000,391,Normaali vastasyntynyt,391X,0,+,,,,,N,,,15X91,,,,<29,,,,den/est/fin/ice/lat/nor
11508281000,015D828100,391,Normaali vastasyntynyt,391X,0,+,15.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
30002000000,100D200000,481P,"Allogeeninen kantasolusiirto, lyhyt hoito",481P,0,+,,,,,,17S03,,,,,,,,<2,N,den/fin/ice/lat/nor
30002000100,100D200010,481O,"Muu kantasolusiirto, lyhyt hoito",481O,0,+,,,,,,17S04,,,,,,,,<2,N,den/fin/ice/lat/nor
30004000000,100D400000,063O,"Muu korvan, nenän tai kurkun alueen toimenpide, lyhyt hoito",063O,0,+,,,00P11,,S,00S03,,,,,,,,<2,N,est/fin/ice/lat/nor
30004001000,100D400100,063O,"Muu korvan, nenän tai kurkun alueen toimenpide, lyhyt hoito",063O,0,+,,,,,S,00S03,00S05,,,,,,,<2,N,est/fin/ice/lat/nor
30005001110,100D500111,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X11,24X21,,,,,<2,N,fin
30005001210,100D500121,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X11,24X22,,,,,<2,N,fin
30005001310,100D500131,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X11,24X31,,,,,<2,N,fin
30005001410,100D500141,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X11,24X41,,,,,<2,N,fin
30005001510,100D500151,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X11,24X61,,,,,<2,N,fin
30005002110,100D500211,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X21,24X22,,,,,<2,N,fin
30005002210,100D500221,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X21,24X31,,,,,<2,N,fin
30005002310,100D500231,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X21,24X41,,,,,<2,N,fin
30005003110,100D500311,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X21,24X61,,,,,<2,N,fin
30005003310,100D500331,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X22,24X31,,,,,<2,N,fin
30005004110,100D500411,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X22,24X41,,,,,<2,N,fin
30005004210,100D500421,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X22,24X61,,,,,<2,N,fin
30005005110,100D500511,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X31,24X41,,,,,<2,N,fin
30005005210,100D500521,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X31,24X61,,,,,<2,N,fin
30005006110,100D500611,003O,"Kallonsisäinen toimenpide, lyhyt hoito",003O,0,+,,,24P01,,S,21S04,,24X41,24X61,,,,,<2,N,fin
30005011111,100D5011111,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X11,24X21,,,,,<2,N,fin
30005011211,100D5011211,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X11,24X22,,,,,<2,N,fin
30005011311,100D5011311,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X11,24X31,,,,,<2,N,fin
30005011411,100D5011411,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X11,24X41,,,,,<2,N,fin
30005011511,100D5011511,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X11,24X61,,,,,<2,N,fin
30005012111,100D5012111,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X21,24X22,,,,,<2,N,fin
30005012211,100D5012211,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X21,24X31,,,,,<2,N,fin
30005012311,100D5012311,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X21,24X41,,,,,<2,N,fin
30005013111,100D5013111,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X21,24X61,,,,,<2,N,fin
30005013311,100D5013311,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X22,24X31,,,,,<2,N,fin
30005014111,100D5014111,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X22,24X41,,,,,<2,N,fin
30005014211,100D5014211,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X22,24X61,,,,,<2,N,fin
30005015111,100D5015111,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X31,24X41,,,,,<2,N,fin
30005015210,100D501521,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X31,24X61,,,,,<2,N,fin
30005016110,100D501611,468O,"Epätavallinen toimenpiteen ja diagnoosin yhdistelmä, laaja toimenpide, lyhyt hoito",468O,0,+,,,24P01,,S,21S10,,24X41,24X61,,,,,<2,N,fin
30006000000,100D600000,415O,Infektiosairauden operatiivinen lyhytkestoinen hoito,415O,0,+,,,18P01,,S,,,18X01,,,,,,<2,N,den/est/fin/ice/lat/nor
30006000010,100D600001,415O,Infektiosairauden operatiivinen lyhytkestoinen hoito,415O,0,+,,,18P01,,,,,18X01,00X10,,,,,<2,N,fin
30006020000,100D602000,901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide",901FQ,0,+,,,18P01,,N,01D02,,18X01,,,,,,<2,N,fin
30006020200,100D602020,905Q,"Sydän- ja verisuonisairaus, vaativa diagnostinen toimenpide",905FQ,0,+,,,18P01,,N,05D22,,18X01,,,,,,<2,N,fin
30006020400,100D602040,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,,,18P01,,N,05D62,,18X01,,,,,,<2,N,fin
30006020600,100D602060,905T,Imusuoniston diagnostinen toimenpide,905FT,0,+,,,18P01,,N,05D64,,18X01,,,,,,<2,N,fin
30006020800,100D602080,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,,,18P01,,N,06D32,,18X01,,,,,,<2,N,fin
30006021000,100D602100,908Q,"Tuki- ja liikuntaelinten sairaus, vaativa diagnostinen toimenpide",908FQ,0,+,,,18P01,,N,08D42,,18X01,,,,,,<2,N,fin
30006021200,100D602120,930Q,Rinnan vaativa diagnostinen toimenpide,930FQ,0,+,,,18P01,,N,30D72,,18X01,,,,,,<2,N,fin
